id	type	longitude	latitude	elevation
12065	100	-97.7443	30.292	0.0
12078	100	-97.7311	30.2795	0.0
12098	100	-97.7342	30.2708	0.0
12135	100	-97.7464	30.2908	0.0
12136	100	-97.7479	30.2871	0.0
12137	100	-97.7467	30.2854	0.0
12149	100	-97.7523	30.2749	0.0
12261	100	-97.7382	30.2668	0.0
12266	100	-97.744	30.2839	0.0
12282	100	-97.7427	30.2722	0.0
12668	100	-97.7477	30.2636	0.0
12669	100	-97.7462	30.2659	0.0
12670	100	-97.7448	30.2697	0.0
12671	100	-97.7441	30.2715	0.0
12672	100	-97.7343	30.2677	0.0
12734	100	-97.7408	30.2696	0.0
12735	100	-97.7445	30.2706	0.0
12736	100	-97.752	30.2737	0.0
12737	100	-97.7534	30.2727	0.0
13009	100	-97.7365	30.2683	0.0
13010	100	-97.7397	30.2692	0.0
13011	100	-97.7372	30.2696	0.0
13012	100	-97.7369	30.2705	0.0
13013	100	-97.739	30.268	0.0
13015	100	-97.7387	30.269	0.0
13016	100	-97.7379	30.2708	0.0
13017	100	-97.7376	30.2687	0.0
13018	100	-97.7434	30.2703	0.0
13019	100	-97.7456	30.2709	0.0
13020	100	-97.7401	30.2714	0.0
13021	100	-97.7438	30.2725	0.0
13022	100	-97.7429	30.2732	0.0
13023	100	-97.742	30.2755	0.0
13024	100	-97.7437	30.2759	0.0
13025	100	-97.7448	30.2763	0.0
13026	100	-97.7459	30.2765	0.0
13028	100	-97.7425	30.2743	0.0
13029	100	-97.7413	30.2763	0.0
13030	100	-97.7404	30.2783	0.0
13031	100	-97.7401	30.2792	0.0
13032	100	-97.7398	30.28	0.0
13033	100	-97.7368	30.2772	0.0
13034	100	-97.7392	30.2779	0.0
13035	100	-97.7416	30.2785	0.0
13036	100	-97.7426	30.2789	0.0
13037	100	-97.735	30.2787	0.0
13038	100	-97.7361	30.279	0.0
13039	100	-97.7385	30.2797	0.0
13040	100	-97.7409	30.2803	0.0
13041	100	-97.742	30.2806	0.0
13042	100	-97.7444	30.2772	0.0
13043	100	-97.7455	30.2776	0.0
13044	100	-97.7437	30.2792	0.0
13045	100	-97.7448	30.2795	0.0
13046	100	-97.7471	30.28	0.0
13047	100	-97.7482	30.2803	0.0
13048	100	-97.7434	30.2801	0.0
13049	100	-97.7445	30.2804	0.0
13050	100	-97.7467	30.281	0.0
13051	100	-97.7479	30.2813	0.0
13052	100	-97.749	30.2816	0.0
13053	100	-97.7431	30.281	0.0
13054	100	-97.7442	30.2813	0.0
13055	100	-97.7452	30.2815	0.0
13056	100	-97.7464	30.2819	0.0
13057	100	-97.7481	30.2813	0.0
13058	100	-97.7477	30.2822	0.0
13059	100	-97.7486	30.2825	0.0
13060	100	-97.7427	30.2819	0.0
13061	100	-97.7441	30.2782	0.0
13062	100	-97.7452	30.2751	0.0
13063	100	-97.7437	30.2822	0.0
13064	100	-97.7461	30.2829	0.0
13065	100	-97.7474	30.2792	0.0
13066	100	-97.7477	30.2781	0.0
13067	100	-97.7481	30.2771	0.0
13068	100	-97.7479	30.2777	0.0
13069	100	-97.7468	30.2774	0.0
13070	100	-97.7456	30.274	0.0
13071	100	-97.7459	30.2731	0.0
13072	100	-97.7463	30.2721	0.0
13073	100	-97.7467	30.2712	0.0
13075	100	-97.7474	30.2693	0.0
13076	100	-97.7467	30.2743	0.0
13077	100	-97.747	30.2734	0.0
13078	100	-97.7474	30.2724	0.0
13079	100	-97.7477	30.2715	0.0
13080	100	-97.7481	30.2706	0.0
13081	100	-97.7484	30.2696	0.0
13082	100	-97.7488	30.2687	0.0
13083	100	-97.7495	30.2668	0.0
13084	100	-97.7489	30.2749	0.0
13085	100	-97.7492	30.274	0.0
13086	100	-97.7499	30.2721	0.0
13087	100	-97.7502	30.2712	0.0
13088	100	-97.7506	30.2703	0.0
13089	100	-97.7514	30.2684	0.0
13091	100	-97.7499	30.2764	0.0
13093	100	-97.7488	30.2718	0.0
13094	100	-97.7361	30.2631	0.0
13095	100	-97.7473	30.2924	0.0
13096	100	-97.7505	30.2997	0.0
13098	100	-97.7511	30.2775	0.0
13099	100	-97.7516	30.2801	0.0
13100	100	-97.7414	30.2891	0.0
13101	100	-97.7522	30.2898	0.0
13102	100	-97.7445	30.2893	0.0
13103	100	-97.7431	30.2878	0.0
13104	100	-97.7428	30.2921	0.0
13105	100	-97.7426	30.2948	0.0
13106	100	-97.7418	30.2636	0.0
13107	100	-97.7429	30.2639	0.0
13108	100	-97.7442	30.2643	0.0
13109	100	-97.7455	30.2647	0.0
13110	100	-97.7466	30.265	0.0
13111	100	-97.7477	30.2653	0.0
13112	100	-97.7368	30.2643	0.0
13113	100	-97.7365	30.2652	0.0
13114	100	-97.7361	30.2662	0.0
13115	100	-97.7357	30.264	0.0
13116	100	-97.7336	30.2697	0.0
13118	100	-97.7235	30.2893	0.0
13119	100	-97.7272	30.2911	0.0
13122	100	-97.7362	30.2963	0.0
13123	100	-97.7359	30.2968	0.0
13124	100	-97.7406	30.2989	0.0
13125	100	-97.7404	30.2991	0.0
13126	100	-97.7455	30.3015	0.0
13128	100	-97.7268	30.2891	0.0
13130	100	-97.7443	30.2695	0.0
13131	100	-97.7458	30.2658	0.0
13132	100	-97.7449	30.2645	0.0
13133	100	-97.7468	30.2661	0.0
13134	100	-97.7413	30.2666	0.0
13135	100	-97.7406	30.2685	0.0
13136	100	-97.7405	30.267	0.0
13137	100	-97.7421	30.2679	0.0
13138	100	-97.7434	30.2682	0.0
13139	100	-97.745	30.2676	0.0
13140	100	-97.7375	30.2676	0.0
13141	100	-97.7389	30.2669	0.0
13142	100	-97.7382	30.2657	0.0
13143	100	-97.7402	30.2694	0.0
13144	100	-97.7416	30.2713	0.0
13145	100	-97.7395	30.2713	0.0
13146	100	-97.7433	30.2723	0.0
13147	100	-97.7443	30.2726	0.0
13148	100	-97.745	30.2707	0.0
13149	100	-97.7428	30.2701	0.0
13150	100	-97.7464	30.2686	0.0
13151	100	-97.7493	30.2706	0.0
13152	100	-97.7447	30.2733	0.0
13153	100	-97.7457	30.2753	0.0
13154	100	-97.7486	30.2755	0.0
13155	100	-97.7482	30.2767	0.0
13156	100	-97.7467	30.279	0.0
13157	100	-97.7461	30.276	0.0
13158	100	-97.7454	30.278	0.0
13159	100	-97.7449	30.2791	0.0
13160	100	-97.7414	30.2774	0.0
13161	100	-97.7389	30.2767	0.0
13162	100	-97.7402	30.2647	0.0
13163	100	-97.7468	30.2708	0.0
13164	100	-97.7364	30.2704	0.0
13165	100	-97.7438	30.2757	0.0
13166	100	-97.7468	30.2773	0.0
13167	100	-97.7351	30.2783	0.0
13168	100	-97.739	30.2783	0.0
13169	100	-97.7375	30.2805	0.0
13170	100	-97.7399	30.2797	0.0
13171	100	-97.7336	30.2794	0.0
13172	100	-97.7423	30.2818	0.0
13173	100	-97.7415	30.2883	0.0
13174	100	-97.7418	30.2845	0.0
13175	100	-97.7443	30.2879	0.0
13176	100	-97.7477	30.2892	0.0
13177	100	-97.7445	30.29	0.0
13178	100	-97.7446	30.2887	0.0
13179	100	-97.7412	30.2913	0.0
13180	100	-97.7441	30.2945	0.0
13181	100	-97.742	30.2937	0.0
13182	100	-97.7312	30.2893	0.0
13183	100	-97.7469	30.2974	0.0
13184	100	-97.7467	30.2994	0.0
13194	100	-97.743	30.2892	0.0
13195	100	-97.744	30.2852	0.0
13196	100	-97.7442	30.2824	0.0
13198	100	-97.7441	30.284	0.0
13199	100	-97.7469	30.2705	0.0
100344	1000	-97.7474	30.3021	0.0
100345	1000	-97.7428	30.2995	0.0
100356	1000	-97.7459	30.2913	0.0
100358	1000	-97.7483	30.2851	0.0
100359	1000	-97.7435	30.285	0.0
100360	1000	-97.7429	30.2906	0.0
100361	1000	-97.7376	30.2922	0.0
100362	1000	-97.7373	30.2847	0.0
100363	1000	-97.7317	30.2861	0.0
100372	1000	-97.7522	30.2722	0.0
100373	1000	-97.75	30.2739	0.0
100374	1000	-97.7452	30.2768	0.0
100375	1000	-97.7437	30.2805	0.0
100376	1000	-97.7405	30.2795	0.0
100377	1000	-97.7402	30.275	0.0
100378	1000	-97.7437	30.271	0.0
100379	1000	-97.7402	30.2707	0.0
100380	1000	-97.7449	30.2679	0.0
100381	1000	-97.741	30.2673	0.0
100382	1000	-97.7381	30.2665	0.0
100383	1000	-97.7359	30.2707	0.0
100384	1000	-97.7337	30.2738	0.0
100385	1000	-97.7341	30.2774	0.0
100386	1000	-97.7315	30.2823	0.0
100403	1000	-97.7527	30.2676	0.0
100404	1000	-97.7494	30.2665	0.0
100405	1000	-97.746	30.2655	0.0
100406	1000	-97.7424	30.2638	0.0
100407	1000	-97.7394	30.2637	0.0
100849	1000	-97.7484	30.2695	0.0
101408	1000	-97.7467	30.2731	0.0
101409	1000	-97.7489	30.2782	0.0
101410	1000	-97.748	30.2816	0.0
101413	1000	-97.7372	30.2786	0.0
133192	1000	-97.6849	30.3256	0.0
13500	100	-97.7555509261609	30.2663454823876	0.0
12997	100	-97.73	30.2787	0.0
5200	100	-97.7308	30.2767	0.0
9911	100	-97.7291	30.281	0.0
5144	100	-97.7313	30.2761	0.0
5142	100	-97.7297	30.2786	0.0
5687	100	-97.7303	30.2774	0.0
6396	100	-97.7282	30.281	0.0
5206	100	-97.7309	30.2751	0.0
5205	100	-97.7291	30.2785	0.0
6395	100	-97.73	30.2799	0.0
5199	100	-97.7293	30.2799	0.0
12168	100	-97.7299	30.2771	0.0
6394	100	-97.7288	30.2791	0.0
6390	100	-97.7292	30.2814	0.0
5141	100	-97.7278	30.2817	0.0
6397	100	-97.7278	30.2821	0.0
9910	100	-97.7279	30.2823	0.0
6386	100	-97.7268	30.2788	0.0
6392	100	-97.728	30.2808	0.0
6389	100	-97.7274	30.2828	0.0
6391	100	-97.7272	30.2824	0.0
10631	100	-97.7314	30.273	0.0
9912	100	-97.7165	30.3002	0.0
5734	100	-97.733	30.2705	0.0
5691	100	-97.7325	30.2703	0.0
5781	100	-97.7325	30.2719	0.0
5775	100	-97.7326	30.2725	0.0
5787	100	-97.7322	30.2719	0.0
5720	100	-97.7328	30.2704	0.0
5684	100	-97.7319	30.2719	0.0
10616	100	-97.7294	30.2692	0.0
5776	100	-97.7319	30.273	0.0
5786	100	-97.7317	30.2724	0.0
5774	100	-97.732	30.2741	0.0
5783	100	-97.7316	30.2746	0.0
5785	100	-97.7311	30.2742	0.0
12097	100	-97.7308	30.272	0.0
12138	100	-97.7316	30.2753	0.0
12642	100	-97.7319	30.2745	0.0
5689	100	-97.7311	30.2756	0.0
5674	100	-97.731	30.2746	0.0
5669	100	-97.7309	30.2635	0.0
5698	100	-97.7377	30.2574	0.0
5682	100	-97.737	30.257	0.0
3426	100	-97.7353	30.2643	0.0
10584	100	-97.7342	30.2615	0.0
5766	100	-97.7345	30.2647	0.0
5686	100	-97.7346	30.2643	0.0
5767	100	-97.7342	30.2656	0.0
5769	100	-97.7351	30.2643	0.0
10479	100	-97.7315	30.2647	0.0
5721	100	-97.7339	30.2676	0.0
5676	100	-97.7339	30.2666	0.0
10617	100	-97.7335	30.2675	0.0
10615	100	-97.7317	30.2659	0.0
12673	100	-97.7342	30.2679	0.0
12674	100	-97.7334	30.2677	0.0
5673	100	-97.7373	30.2578	0.0
5708	100	-97.7373	30.2598	0.0
5672	100	-97.7363	30.2619	0.0
5657	100	-97.7358	30.261	0.0
5681	100	-97.7352	30.2639	0.0
5656	100	-97.7357	30.2614	0.0
11551	100	-97.7344	30.2605	0.0
5658	100	-97.7365	30.2619	0.0
12566	100	-97.7359	30.2636	0.0
3427	100	-97.7357	30.263	0.0
5680	100	-97.7355	30.262	0.0
12565	100	-97.735	30.2634	0.0
5768	100	-97.7355	30.2645	0.0
5765	100	-97.734	30.2686	0.0
5662	100	-97.7332	30.2684	0.0
6384	100	-97.7222	30.2909	0.0
9913	100	-97.7217	30.2914	0.0
6393	100	-97.7183	30.2966	0.0
6373	100	-97.7254	30.2863	0.0
10261	100	-97.7259	30.2855	0.0
6370	100	-97.7247	30.2864	0.0
6371	100	-97.7252	30.2856	0.0
9915	100	-97.7239	30.2881	0.0
9914	100	-97.7256	30.2854	0.0
6379	100	-97.7234	30.289	0.0
6374	100	-97.7255	30.2857	0.0
6377	100	-97.7238	30.2888	0.0
12077	100	-97.7228	30.2853	0.0
6400	100	-97.7241	30.2874	0.0
6383	100	-97.7239	30.2877	0.0
11791	100	-97.7231	30.289	0.0
6387	100	-97.7269	30.283	0.0
11027	100	-97.726	30.2831	0.0
12169	100	-97.7264	30.2838	0.0
13129	100	-97.7319	30.2672	0.0
5694	100	-97.7365	30.2571	0.0
6398	100	-97.72513	30.286652	0.0
5735	100	-97.734	30.267646	0.0
18630	100	-97.7360458320313	30.2596479726562	0.0
125469	1000	-97.7455	30.2609	0.0
125545	1000	-97.7615	30.2694	0.0
125551	1000	-97.7487	30.2611	0.0
125553	1000	-97.7571	30.2645	0.0
125659	1000	-97.7368	30.2612	0.0
125709	1000	-97.7333	30.2706	0.0
125710	1000	-97.734	30.2687	0.0
125761	1000	-97.7347	30.2668	0.0
125762	1000	-97.735	30.2659	0.0
125763	1000	-97.7354	30.2649	0.0
125772	1000	-97.7328	30.2718	0.0
125780	1000	-97.7318	30.2748	0.0
126234	1000	-97.7563	30.2895	0.0
126307	1000	-97.733	30.2937	0.0
126359	1000	-97.7396	30.3003	0.0
126364	1000	-97.7447	30.3027	0.0
126376	1000	-97.7275	30.2831	0.0
126398	1000	-97.72513	30.286652	0.0
126399	1000	-97.727	30.2914	0.0
131229	1000	-97.7357	30.2972	0.0
131483	1000	-97.7543	30.2779	0.0
131536	1000	-97.7558	30.2708	0.0
131786	1000	-97.7578	30.273	0.0
132672	1000	-97.7343	30.2677	0.0
133094	1000	-97.7361	30.2631	0.0
133096	1000	-97.7505	30.2997	0.0
133099	1000	-97.7516	30.2801	0.0
133115	1000	-97.7357	30.264	0.0
133116	1000	-97.7336	30.2697	0.0
133122	1000	-97.7362	30.2963	0.0
125669	1000	-97.7309	30.2635	0.0
125682	1000	-97.737	30.257	0.0
125694	1000	-97.7365	30.2571	0.0
126384	1000	-97.7222	30.2909	0.0
126386	1000	-97.7268	30.2788	0.0
126392	1000	-97.728	30.2808	0.0
129912	1000	-97.7165	30.3002	0.0
130479	1000	-97.7315	30.2647	0.0
130584	1000	-97.7342	30.2615	0.0
130616	1000	-97.7294	30.2692	0.0
130631	1000	-97.7314	30.273	0.0
131027	1000	-97.726	30.2831	0.0
131551	1000	-97.7344	30.2605	0.0
132077	1000	-97.7228	30.2853	0.0
132097	1000	-97.7308	30.272	0.0
133129	1000	-97.7319	30.2672	0.0
125673	1000	-97.7373	30.2578	0.0
125698	1000	-97.7377	30.2574	0.0
126393	1000	-97.7183	30.2966	0.0
129913	1000	-97.7217	30.2914	0.0
131791	1000	-97.7231	30.289	0.0
130615	1000	-97.7317	30.2659	0.0
133193	100	-97.723368980416	30.289559994712	0.0
133118	1000	-97.723368980416	30.2893	0.0
5472	100	-97.747	30.2703	0.0
