id	origin	dest	dep_time	vot	tt	fftime
59785	125545	200381	1692	318.0282098718182	222	222
9510	125553	226359	315	316.03114200652	417	417
65144	126386	200385	2952	315.96232837771873	66	66
46345	133099	200375	1912	314.1694940617199	74	74
28816	126384	200383	3960	312.48965337861847	156	156
31847	129912	200383	5820	311.6388397204161	198	198
28547	126386	200380	6000	310.2309074520612	252	252
23576	100403	200384	2250	308.1165581158131	270	270
68219	129912	200385	3816	306.98376366135466	156	156
68909	129912	200377	1410	306.4130362036658	204	204
65388	126386	200385	5988	305.62096323993325	66	66
5422	132097	225469	2250	301.61598872013815	258	258
39682	125545	225669	6369	292.7039632276456	345	345
29567	130479	200381	5248	292.6816252433087	116	116
65246	126386	200385	1125	289.72718700306126	63	63
1418	100383	230616	6000	289.3953470908991	78	78
42710	126399	231027	3300	289.19507255664814	120	120
33803	125669	200406	6350	288.7986470567586	142	142
35545	125669	200379	544	287.97660167903	128	128
67031	129912	201413	7068	281.66412261646525	192	192
48870	133099	200359	4290	280.46197715685645	132	132
53028	126364	200345	2802	280.1855035128488	54	54
51994	126359	200361	1444	280.17282115056724	98	98
4765	125469	226386	3240	278.2941574161406	258	258
40137	133099	232097	416	277.8425338241991	250	250
33393	126384	201408	4240	275.7893462948116	254	254
44175	100358	226359	6750	275.2203430777378	210	210
9846	125553	226364	7020	273.291951955932	390	390
33503	126384	201413	1500	272.89463878884925	150	150
63011	131536	200381	1026	272.1276417621537	168	168
25806	125682	226399	1300	271.53966407100336	218	218
20352	126384	225673	5766	271.47915540064935	180	180
64867	131229	200362	2950	270.4475688812128	128	128
53014	126364	200344	276	268.6360121499423	42	42
56249	126399	201413	6795	268.37671781639017	201	201
62066	131536	200378	6696	268.3190057011043	156	156
14736	125551	225545	7068	267.4691067182313	192	192
30613	132097	200380	3375	264.7037219817481	195	195
66219	126386	201413	6696	263.5183288213767	102	102
17469	101408	200378	4050	262.60791537434335	66	66
39516	126234	231791	3300	262.4903815049878	366	366
60929	131536	200373	1852	260.1604722371706	92	92
21398	125553	231483	6120	258.85537685355905	168	168
20593	126384	225673	4307	258.72251974707655	175	175
30467	132097	200379	5160	257.78046559861235	102	102
45950	133099	200385	3470	257.1159647502809	196	196
70227	129912	200376	3483	255.8282172916121	237	237
56582	126364	201408	4950	254.43940394677776	318	318
28934	126386	200379	5220	254.076763162862	156	156
73730	125551	200344	6900	253.92540768016227	450	450
30686	132097	200406	3825	253.85777989263048	195	195
16055	125545	225551	5144	253.7184540475636	178	178
401	129912	231786	6750	253.62914463564283	432	432
52446	126364	200360	5724	253.02647970083126	144	144
11360	125682	226393	1485	252.96698170527804	189	189
33443	126386	201409	2200	250.95021316194135	218	218
11924	131536	225551	2223	250.1019382132984	171	171
59954	125545	200362	5121	250.0187051992549	351	351
36604	131551	231483	600	246.6571480348335	354	354
3911	125469	200361	1575	246.294794641584	405	405
74296	125551	200376	4648	245.6955315321808	212	212
29030	126386	200377	5604	244.8300831352836	114	114
50815	126234	200362	5580	244.54627347524388	150	150
64641	133099	200849	6000	243.6463887865248	174	174
23898	100358	200377	1350	242.52182670492155	144	144
45152	100383	233099	2200	240.47355767780746	224	224
57156	125545	200405	168	240.34189039396614	192	192
9578	125553	226359	3990	239.87754593599206	420	420
21754	125553	231786	516	238.77852984745306	120	120
69621	125682	200385	1095	237.90103682264754	129	129
3524	125469	200377	6900	237.56815395922564	210	210
58543	125553	200380	1418	236.5833925376928	178	178
7180	126386	225545	6750	235.90829565466856	408	408
51925	126359	200360	2136	235.5273635441142	114	114
46678	131536	201409	5763	234.7558826712073	135	135
66878	129912	201413	1761	233.52667095011057	189	189
44333	100385	226359	4350	231.05920070850195	348	348
38582	126399	232077	6664	230.94101061324284	74	74
56855	125545	200406	1296	230.91115742330638	222	222
34010	125682	200406	1092	229.5618363629803	90	90
28579	126384	200378	3183	229.10004307944527	231	231
44451	101410	233099	2924	227.31330038293194	70	70
75193	125551	200361	1060	227.2807819481868	416	416
27596	126384	200361	2950	226.5782905259348	158	158
16340	125553	225545	6560	226.33343496303738	106	106
10735	125694	226393	18	225.8148689223209	228	228
47927	133099	200376	6113	225.7223985772882	109	109
37052	130616	201413	300	224.56511596255288	120	120
5360	126399	225469	450	224.0681045432414	372	372
3629	125469	200377	2034	222.61133437053758	210	210
53732	126364	200344	5740	222.36132935151542	38	38
42616	125669	231791	4258	220.25750126117617	236	236
69963	129912	200376	544	220.1294909720944	236	236
74163	125551	200383	4112	219.14100979742648	226	226
43453	100380	225469	6840	218.6403977917904	102	102
38860	131536	225669	310	215.63951181552295	302	302
24206	100406	200381	1200	215.0768266588291	42	42
47909	133099	200376	5699	214.98832425726803	109	109
42853	125553	232097	2437	214.870277430598	371	371
65145	126386	200385	2959	214.81325885874762	65	65
11946	131536	225551	3170	214.7571342898982	172	172
21030	133096	226359	2550	214.2550555330572	114	114
47078	133096	200375	2250	214.10537069996073	246	246
72924	125551	201408	141	213.52621118175298	165	165
40969	130479	229913	300	213.50995385771034	192	192
66520	129912	201413	1982	213.37482623258785	190	190
26359	130584	200407	4050	213.34325588226065	72	72
4764	125469	226386	3150	213.3328364122192	258	258
61864	131536	200379	7060	213.02664470860978	212	212
69104	129912	200377	6594	212.78681215079177	204	204
8049	125669	231786	5988	212.119330546105	324	324
46963	131536	201409	4773	211.5565143464941	135	135
35515	125669	200379	3470	211.2829065689935	130	130
33389	126384	201408	3728	209.43815069128664	256	256
8722	100407	231786	5850	209.10308408686907	246	246
1895	100356	231791	5790	208.53072811199374	276	276
16057	125545	225551	5158	208.16169510183983	176	176
47412	133099	200382	3825	207.60664098123488	285	285
62421	131536	200378	1290	206.93636742878604	156	156
52452	126364	200360	6210	206.6578424956319	144	144
46612	133099	200375	1082	205.70181419851968	76	76
63267	131536	200382	952	205.63035807289918	212	212
40348	125545	229913	3900	204.8466110527291	438	438
60760	133099	201413	528	204.7482984885588	168	168
68226	129912	200385	3900	204.4690517691285	156	156
30447	132097	200378	5912	203.7928063924775	148	148
34253	125694	200379	3240	203.68147171609255	174	174
46492	133099	200374	2556	203.58650675422172	60	60
49251	133099	200362	2584	203.54862924893965	170	170
72890	125551	201409	4836	203.07292182597612	240	240
63062	131536	200381	5720	202.60665263821357	166	166
36053	125669	200382	2565	201.78128238433914	81	81
67490	126386	200362	6524	201.46357874276546	124	124
6871	129912	225553	5072	201.34095765822238	484	484
52965	126364	200358	2892	200.88029236561553	204	204
58137	125553	200379	1107	200.48996827844798	273	273
26174	130616	200379	4680	199.75020347910586	114	114
3835	125469	200361	5305	199.58551405375258	407	407
61245	131536	200375	4905	199.4498452903415	201	201
37696	125545	230615	4050	199.05020397713022	342	342
17414	101413	200377	3000	197.61228616108588	42	42
71858	125469	226364	1844	196.10836026801812	502	502
60201	131536	200362	5750	195.87428750560775	298	298
18342	129912	225673	1647	195.79499790997792	219	219
28576	126384	200378	2976	195.34731812245968	234	234
29370	130479	200383	2600	194.5919117030706	118	118
37602	130615	200379	6660	194.37786363614498	102	102
36167	125669	200381	5241	193.51328407365546	129	129
47961	133099	200377	3875	192.61031270729902	97	97
10260	125553	226307	3105	192.39897568614685	495	495
953	100405	226393	3150	192.06657121820146	312	312
23523	100381	200344	6900	191.87509276120386	414	414
15423	125545	225551	88	191.49203685354206	176	176
60763	133099	201413	576	190.98969616287562	168	168
7410	125694	200405	448	190.7055847108915	134	134
68834	129912	200377	1035	190.30123090978051	201	201
65980	126386	201413	392	189.14586626410835	100	100
334	129912	200404	5140	188.97222432437852	344	344
70229	129912	200376	3501	188.02477746938118	237	237
58480	125553	200383	1710	187.38357196822642	312	312
62021	131536	200379	4230	186.8775179797372	216	216
71559	125682	200362	1537	186.34095335801354	233	233
47624	133099	200377	6012	185.86683711044856	102	102
43734	100376	226359	6120	185.4151580710682	294	294
69273	129912	200377	4312	185.3842180563841	200	200
12308	131483	225469	5850	184.10592631454097	282	282
2458	100406	231229	6812	183.82843047298013	454	454
26869	130479	200406	1700	183.78809539618905	130	130
42674	125545	231551	3704	183.74153453285302	280	280
60358	133099	201413	6128	183.67537588410784	166	166
59212	125545	200381	5686	183.6699848818289	218	218
59961	125545	200361	3100	183.4579746939072	416	416
73053	125551	200405	5920	183.3487154396406	68	68
58297	125553	200377	1270	183.19857083899987	266	266
27111	126384	200385	6636	182.92459379728697	114	114
59664	125545	200380	1677	182.24674796002043	171	171
23352	100375	200379	3300	181.89667234324148	162	162
56811	125545	200405	6759	181.46372172811363	189	189
8012	125669	231786	5470	181.2731100422603	320	320
16605	125553	225545	4420	180.1525464901682	104	104
66081	126386	201413	5643	179.8675856885262	99	99
809	100386	225698	2400	179.75897709577202	198	198
52982	126364	200345	1950	179.30586305521945	54	54
18109	129912	225673	3522	179.1580205259821	222	222
15097	125551	225545	636	178.9875078953849	192	192
23006	100379	200380	5850	178.52120462212227	66	66
49117	133096	200362	2352	178.31756821275692	186	186
48524	133099	200376	1896	178.13148757984817	114	114
22817	100380	200381	2250	178.11167809666762	54	54
48417	133099	200377	3585	177.20775678753787	99	99
63431	131536	200381	4710	176.66343098398838	168	168
47437	133099	200381	2340	176.4194671978306	258	258
4854	125469	230584	5100	176.24946972472412	150	150
58285	125553	200376	3375	176.01400056664195	297	297
12663	125469	225545	5752	175.86935766929017	206	206
25664	125682	230479	6000	175.50375821062005	60	60
56764	125545	200405	5760	175.28373079631163	192	192
27518	126384	200358	6750	175.2664435834022	288	288
46625	133099	200375	1420	174.66593496114362	74	74
40242	133099	231791	6396	174.54886007494113	366	366
13831	125545	225553	6596	174.53811277499344	106	106
3041	125469	200379	1737	174.39163034756123	159	159
71489	125682	200362	1047	174.38911121999487	231	231
70841	125682	201413	6600	173.29841216732856	144	144
50248	126234	200383	3750	173.24709745036637	324	324
5958	131027	200405	5850	172.19774483869	300	300
51005	126234	200362	2675	171.97959218530113	145	145
46904	131536	201409	4365	171.72039500319815	135	135
3144	125469	200379	4280	171.43448572874826	160	160
7779	125694	231786	2880	171.23540819652402	318	318
25780	125682	226399	3148	171.15381020648894	218	218
60481	133099	201413	4367	171.0490318336286	163	163
4714	125469	226393	5250	171.02667603620796	312	312
6257	130616	231786	6168	170.87967626656953	318	318
8293	130615	200405	3984	170.63749043651163	192	192
74487	125551	200376	1026	170.4800033392446	216	216
31203	129912	200384	3181	169.9366532150562	179	179
75083	125551	200361	2086	169.51104383676685	416	416
41721	133099	230616	2400	169.27662542144975	276	276
19511	126364	225551	2640	169.25402613280795	474	474
26121	130616	200375	1350	169.23527319440066	228	228
15565	125545	225551	1176	169.04588363227649	180	180
11543	125682	226393	4962	168.2861993779574	192	192
37303	130615	200381	6075	168.18321463630755	123	123
18682	125694	229913	3075	167.95193238611486	195	195
8095	125669	231786	6900	167.69971488691814	324	324
43454	100380	225469	7020	167.26206652591193	102	102
50797	126234	200361	3168	167.25079865620168	210	210
4075	125469	200381	3900	166.88491180073424	102	102
46326	133099	200345	3525	166.45316550757693	213	213
68053	129912	200385	1710	165.8264557128401	156	156
9490	125553	226359	2480	165.80282369069414	418	418
53619	126364	200344	4745	165.25622006029477	37	37
25117	131027	200363	6500	165.2298430999891	52	52
6962	129912	200405	2988	164.73882786966738	312	312
19085	126399	226234	2124	164.45793858571824	342	342
29779	130479	200382	6048	164.39668901002327	72	72
67564	126386	200362	7042	164.17691669705235	122	122
47694	133099	200376	4328	163.86094164827983	112	112
14384	125545	225553	3384	163.83669935221027	108	108
6164	131551	225545	1080	163.51448797753622	282	282
41909	133099	226386	744	163.15053228370928	258	258
46179	133096	200344	4304	162.99240330967632	46	46
65857	126386	201413	2850	162.78952705446025	102	102
27780	126384	200363	3450	162.74013355271816	84	84
54870	126399	200377	5886	162.57777593538103	216	216
23103	100378	200383	1200	162.38057903792145	114	114
18772	125682	229913	2832	162.3050708122691	162	162
68752	129912	200377	3512	161.97239730474035	202	202
41884	133099	226386	544	161.9174598765063	254	254
61267	131536	200372	2910	161.78001355369008	42	42
74591	125551	200376	3168	161.6710433946664	216	216
48865	133099	200359	3945	161.5720235266477	129	129
19782	101409	201408	5850	161.36496813073458	54	54
12403	125545	225469	5550	160.34789517353389	210	210
6259	130616	231786	6660	160.3443849905351	318	318
60800	133099	201413	1010	160.18878794193142	166	166
62466	131536	200377	4302	159.91457124745455	210	210
73823	125551	200381	5680	159.4317037469939	128	128
45321	100384	233099	600	159.32393527719026	198	198
73865	125551	200383	2100	159.0995024426941	228	228
51722	126359	200362	2970	158.98524279682186	168	168
74931	125551	200361	6480	158.92923017760606	420	420
70838	125682	201413	6555	158.70124008244971	141	141
50169	126234	200375	6480	158.57695847450523	168	168
48382	133099	200377	3060	158.5331506734059	102	102
25294	131027	200377	6840	158.52175281612801	150	150
5428	126386	225469	6900	158.4924606955142	270	270
4551	125469	200384	2520	158.4887925935877	228	228
57273	125545	200384	2100	158.29488057495809	336	336
19442	126364	225545	4688	158.20427097199158	382	382
62849	131536	200381	3194	158.16239981302533	166	166
31089	129912	200406	2916	158.00898390270495	264	264
57791	125553	200362	2556	157.72619588449385	360	360
43651	100358	226234	7500	157.4344553054724	84	84
10272	125553	226307	7000	157.41644784188003	494	494
44361	101413	233099	500	157.39039118885398	172	172
64283	131483	200372	6600	157.34722756539844	72	72
25353	131027	200379	6524	157.33577845929813	190	190
46348	133099	200375	1996	157.1368593787072	74	74
54472	126359	200344	2616	157.0514669577153	72	72
68310	129912	200385	4968	157.03459174802052	156	156
27366	126384	200406	960	157.03323009705207	222	222
10764	125694	226393	279	156.92307369405432	225	225
44685	100344	226359	4350	156.88588835076317	72	72
15714	125545	225551	5958	156.8787287174416	180	180
39954	125545	225698	3220	156.49524632760046	278	278
49711	125545	200849	4359	156.43540369130133	135	135
20757	126384	225673	5255	156.34119579302225	175	175
1146	100382	226393	5625	156.0255258071626	237	237
68967	129912	200377	5463	155.95433550946586	201	201
34205	125682	200359	1200	155.88771190422298	270	270
37646	130615	201408	2100	155.5865645321492	210	210
43100	125545	232097	540	155.2664987311387	366	366
46960	131536	201409	4656	155.23256331203999	138	138
57858	125545	200344	3375	155.1346029393756	345	345
66749	129912	201413	736	154.82088154216297	188	188
36595	125669	200373	1200	154.53512409384084	276	276
21208	133099	226364	7132	154.5174842175157	260	260
1915	100362	231791	3920	154.34213364398525	160	160
7603	126384	200849	4725	153.98979764063918	321	321
37728	125545	230616	5172	153.96470241114184	378	378
60805	133099	201413	1060	153.86644206931493	164	164
1896	100356	231791	5829	153.43613435731237	273	273
25506	125682	230584	3984	153.24685125510777	66	66
51892	126359	200361	3540	153.24611109021225	102	102
35339	125669	200362	2250	153.23279782003428	276	276
21881	125553	231786	1582	153.17015617849387	116	116
23513	100382	200344	7800	153.0798370986132	450	450
4478	125469	200405	1600	152.97152461679565	50	50
69478	125682	200385	255	152.96538482081212	129	129
21616	100849	200382	4950	152.90892081376327	138	138
8974	100405	225545	3084	152.8033926086988	186	186
64934	131229	200361	1125	152.4931515484042	99	99
59815	125545	200356	6750	152.48526242288605	270	270
50052	125553	200849	198	152.14322802847897	144	144
10974	125682	226393	2168	152.09661023225527	190	190
47311	133096	200379	5012	152.0450562579044	364	364
42526	125553	231551	4628	151.94333761674395	298	298
61329	131536	200373	6000	151.89299282487355	96	96
15816	125545	225551	6894	151.22021792776312	180	180
66201	126386	201413	6588	151.16173705734312	102	102
26937	130479	200406	4146	151.15397190401544	132	132
6455	126386	200405	3000	151.0283473268227	264	264
57607	125553	200405	3000	150.97175202061305	198	198
66147	126386	201413	6237	150.6893331444158	99	99
40216	132077	229913	128	150.62985143551919	64	64
44401	101413	233099	4272	150.5262823855815	174	174
33192	132077	200361	2952	150.49316820535296	144	144
20065	126384	225673	2460	150.47150000927627	180	180
55796	125545	201413	4240	150.38797787238948	338	338
46420	131536	201409	3330	150.3276686423337	138	138
74477	125551	200378	5112	150.2833028708369	132	132
22720	100383	200380	5700	150.1576253546835	138	138
46418	131536	201409	3270	150.06280242852444	138	138
50416	126234	200376	2184	149.96806215288072	198	198
65063	126386	200385	2311	149.78848806844107	65	65
18312	129912	225673	1377	149.4824592030554	219	219
64482	131483	200376	2925	149.47941966349134	171	171
35787	125669	200378	5468	149.45736672434114	166	166
49550	131536	200849	7020	148.95187939231423	84	84
61756	131536	200379	6114	148.9473472424026	216	216
58872	125545	200378	2312	148.85959963404855	208	208
32737	126386	226234	6128	148.83475044524934	334	334
17836	125551	226234	5568	148.59399982150046	366	366
9519	125553	226359	504	148.55320303407257	420	420
20535	126384	225673	3901	148.53760788683817	179	179
44467	100849	226359	2340	148.31882688681432	378	378
5553	100362	225469	7650	148.23420221918823	324	324
66913	129912	201413	5720	148.22899109722326	190	190
30773	125669	201413	7100	147.9476783214451	178	178
45296	100385	233099	2200	147.76830277091085	194	194
4173	125469	200382	4836	147.55513306724362	138	138
50196	126234	200372	4200	147.4800018003043	174	174
43357	126386	226393	5100	147.02317639316817	120	120
301	129912	200404	2205	146.73062616064863	345	345
25187	131027	200375	5850	146.68624457154434	222	222
18328	129912	225673	1521	146.4765142228101	219	219
51943	126364	200380	7100	146.4222507038532	418	418
36953	125682	231551	4200	146.41960686621843	42	42
51603	126359	200361	3642	146.35201036637724	102	102
38695	126399	232077	3516	146.30437436637723	78	78
44338	101413	233099	2080	146.18322147230182	170	170
23511	100381	200345	6000	146.1677612333161	402	402
11438	125682	226393	6050	145.98208217891082	190	190
67866	129912	200385	2766	145.89079642281027	156	156
54837	126399	200380	2568	145.48813760117008	354	354
46008	133099	200384	2088	145.4456234444961	198	198
74932	125551	200361	6500	145.37623393061992	418	418
46229	133096	200345	4410	145.12329070999849	36	36
70977	125682	201413	5316	144.91410469539557	144	144
50142	126307	200379	6600	144.78997152565395	342	342
60757	133099	201413	480	144.63207237748188	168	168
26829	132077	226234	7068	144.5297375218382	342	342
75332	125469	200360	5850	144.39873026887886	402	402
7865	125669	231786	3196	144.3536920559109	320	320
73752	125551	200345	2610	144.34817740991832	438	438
6496	126384	200404	1500	144.280253359827	306	306
51563	126364	200382	4725	144.22339484302023	489	489
50496	126234	200377	6660	144.1965519519861	222	222
3596	125469	200377	4942	144.17627083811604	206	206
1380	100381	230616	3900	144.09670068741198	162	162
68477	129912	200377	2340	143.7892830731375	204	204
31252	129912	200384	5624	143.78255266104463	178	178
49852	126307	200362	2980	143.7783629514232	74	74
72963	125551	201409	3550	143.5852996920559	236	236
31716	129912	200378	2637	143.46805561609978	273	273
11366	125682	226393	1515	143.27152489980037	189	189
28641	126384	200381	2577	142.82931244535055	243	243
71196	125682	200362	5408	142.7683311745478	232	232
26623	132077	226307	2250	142.30146219525636	162	162
5678	126399	231786	6636	142.2897554988528	462	462
19354	126364	225553	4248	142.1065860640937	390	390
31670	129912	200379	3500	142.0440723833658	226	226
51725	126359	200362	3240	141.96303292409888	168	168
41930	133099	226386	1153	141.8453444737922	257	257
19905	126384	225698	6596	141.78599219746573	196	196
30886	125694	201409	512	141.62353658473688	298	298
14154	125545	225553	5095	141.60850573804962	107	107
43732	100376	226359	5760	141.41582376321634	294	294
31612	129912	200378	1350	141.26512163464253	276	276
43837	100376	226364	5100	141.1873535378956	324	324
55097	126399	200379	5268	141.0036882921074	258	258
52008	126359	200356	4240	140.89566372494133	116	116
9886	125553	226364	143	140.75291311942016	385	385
51054	126234	200362	3532	140.46640937809562	146	146
45587	133096	200385	2475	140.40764224677963	381	381
54019	126359	200345	5850	140.06829877609243	84	84
34197	125682	200356	5760	140.059720794753	390	390
44031	100360	226359	3000	139.9877529162242	114	114
35760	125669	200379	3908	139.9514612176973	130	130
48452	133099	200376	1530	139.87387710090883	114	114
20095	126384	225673	2868	139.86561994168287	180	180
47552	133099	200383	4770	139.50041509656603	228	228
3837	125469	200361	5351	139.49489276646074	403	403
29378	130479	200380	4248	139.48743665208391	156	156
58256	125553	200378	6930	139.4526780476077	216	216
18524	129912	225673	4419	139.42139727901858	219	219
12215	100383	201413	2250	139.378921542543	78	78
10832	125694	226393	1143	139.27569112269893	225	225
49814	126307	200361	4086	139.22603883595335	84	84
72488	125551	226364	3440	138.95969231515792	484	484
20466	126384	225673	6864	138.77706773124208	180	180
40984	126399	229913	5040	138.6819504279672	114	114
70221	129912	200376	3429	138.4250408460577	237	237
37118	125694	232077	3150	138.40452400437732	210	210
35628	125669	200378	3920	138.3916429735025	166	166
4426	125469	200406	5284	138.0597114036214	62	62
57496	125553	200406	2592	138.02771838157616	240	240
32257	129912	200383	3456	137.88031125841616	198	198
45036	100361	233099	6800	137.7257876204536	268	268
6723	132097	200405	4050	137.64606704109002	210	210
28868	126384	200381	1182	137.53455536039615	246	246
23382	100382	200360	3900	137.53433312847488	354	354
32317	129912	200382	2034	137.47747933460133	252	252
7855	125669	231786	3036	137.38380522915384	324	324
33116	132077	200361	1826	137.35266527369743	142	142
38906	131536	225669	770	137.21428082101932	304	304
71770	125469	226364	5940	137.1060276790281	504	504
13978	125545	225553	4086	137.09720742293072	108	108
10433	125545	226364	5528	137.0542214586497	382	382
65393	126386	200385	6018	137.0421882481284	66	66
68995	129912	200377	5715	136.97277038532332	201	201
17153	125553	225545	1150	136.90593924787373	104	104
63362	131536	200383	176	136.87595114194139	250	250
25143	131027	200362	6120	136.85026023182135	162	162
72048	125551	200362	945	136.77421297670935	273	273
48876	133099	200358	6600	136.77218735034808	108	108
68723	129912	200377	3396	136.71229217764466	204	204
45427	133099	200406	3321	136.68350292818687	297	297
61261	131536	200372	2784	136.6797325435323	42	42
1570	100345	231791	3873	136.65508897580114	249	249
24539	133096	225551	450	136.62235911529373	432	432
63598	131536	200384	704	136.61437998490211	280	280
19899	126384	225698	6374	136.60431322778456	196	196
31375	129912	200375	1305	136.3764077107413	273	273
19769	125553	233096	1492	136.36063390121421	344	344
9823	125553	226364	6652	136.34845085148652	386	386
68949	129912	200377	1610	136.33317217068287	202	202
31591	129912	200379	2440	136.2877477265326	224	224
717	100377	225698	5850	136.16640294823824	180	180
24996	131027	200362	1292	136.10185525973097	160	160
53660	126364	200344	5032	135.95321501114626	38	38
74343	125551	200376	6058	135.6253563886757	212	212
45594	133096	200384	1500	135.48851204449824	396	396
13997	125545	225553	4200	135.47937272407935	108	108
10128	125553	226364	2496	135.3703351580004	390	390
48873	133099	200358	6375	135.294795769073	105	105
68364	129912	200377	1888	135.19582053268726	200	200
17097	125553	225545	517	134.79664147528678	107	107
61640	131536	200372	6794	134.73297854912911	40	40
34678	125682	200383	4128	134.4623641166434	138	138
74242	125551	200381	969	134.38393959272278	129	129
20126	126384	225673	3519	134.336866717502	177	177
30197	126386	233099	442	134.29604308161584	254	254
13734	125545	225553	5868	134.0652558739873	108	108
44659	101408	225469	4800	133.89795443142452	174	174
71848	125469	226364	1476	133.86284128708886	504	504
26425	132077	226399	2440	133.77732897435934	74	74
666	101413	231551	6750	133.67675610034672	204	204
9098	100345	231786	5850	133.38145196115732	288	288
50435	126234	200379	4905	133.37670670602378	285	285
72953	125551	201409	3050	133.33584531348046	238	238
10346	125551	226359	5445	133.2756210393908	513	513
35785	125669	200379	4458	133.24604092136687	132	132
30248	126384	200345	6750	133.1118212808844	246	246
6446	130479	200403	3150	133.0979887924777	294	294
36952	125682	231551	4050	133.02095347911762	42	42
65398	126386	200385	6048	132.9082684649913	66	66
605	130479	231786	3888	132.88951539192138	312	312
21263	133096	226364	375	132.86230288326243	81	81
6301	125669	200849	3728	132.84640192932193	232	232
16603	125553	225545	4410	132.77062243522013	108	108
37658	125545	230615	2880	132.64416587331706	342	342
34743	125682	200383	5190	132.58173179740837	138	138
7756	125682	231786	2943	132.29166054526516	315	315
48926	133096	200356	6400	132.20010519507775	44	44
46428	131536	201409	3570	132.1661815009464	138	138
62438	131536	200376	5475	131.84372566383888	237	237
33104	132077	200361	5340	131.59917473169276	144	144
12212	100380	201408	4050	131.59259668747174	102	102
28575	126384	200378	2907	131.52686391549685	231	231
19042	126399	226234	360	131.28282187600422	342	342
52200	126364	200373	3780	131.2529243397705	294	294
25559	131027	200385	2250	131.18835633849847	102	102
22630	126234	226399	2610	131.13309062748093	342	342
73174	125551	200407	90	131.11098495060295	132	132
16251	125553	225545	6076	131.1089845780043	104	104
47335	133096	200376	3240	131.08784814840647	276	276
15188	125545	225551	1908	131.0810908710562	180	180
71681	125682	200362	3516	131.05688145262513	234	234
74220	125551	200380	3025	130.99997204027346	95	95
30953	129912	200406	5900	130.6648034821897	262	262
48598	133099	200377	800	130.6609773657297	100	100
19524	126364	225551	3376	130.63008795214049	470	470
54874	126399	200377	6210	130.48304784225195	216	216
40690	131483	230616	7000	130.32906417807985	290	290
32484	129912	200358	1156	130.2897547229121	326	326
3754	125469	200361	6921	130.09480912658714	405	405
34495	125682	200374	1080	130.0586989901388	246	246
68923	129912	200377	1480	130.01778613456293	200	200
5235	125469	232097	2812	129.96503007443337	242	242
15074	125551	225545	360	129.8656799723672	192	192
44762	100344	226364	2248	129.69703514021668	38	38
55157	126399	200361	6184	129.62111509766476	140	140
37391	130615	200381	4920	129.50239616984783	126	126
5073	125469	231551	3240	129.47833369516974	126	126
73978	125551	200381	4464	129.45505436083846	132	132
46103	133096	200345	3116	129.40979079016935	34	34
28144	126384	200377	2907	129.39581609943957	159	159
69569	125682	200385	710	129.36807989365488	130	130
13018	126359	233096	7083	129.36281843142308	111	111
68698	129912	200377	3296	129.32357552676206	202	202
64739	131229	200381	3300	129.30983585379786	456	456
58492	125553	200381	2056	129.23751911639823	224	224
40932	131536	232097	2850	129.2213667235032	312	312
45449	133099	200407	6600	129.1345861040785	324	324
