id	origin	dest	dep_time	vot	tt	fftime
5186	100382	200405	6075	301.61598872013815	105	105
24087	126386	200359	3150	300.84132866014676	162	162
38777	100356	226359	2160	292.7039632276456	120	120
29039	132077	200361	2280	292.6816252433087	144	144
41815	133099	200379	1968	289.19507255664814	210	210
33006	125545	230615	825	288.7986470567586	339	339
34680	130616	231791	5332	287.97660167903	176	176
48119	126399	200377	6570	280.46197715685645	216	216
51270	125553	200383	1710	280.17282115056724	312	312
18861	125469	231786	658	279.6088784823041	230	230
15342	101413	200381	3150	279.35106794543503	144	144
4672	100377	225469	5800	278.2941574161406	212	212
39191	100345	226359	5580	277.8425338241991	84	84
32602	130615	200406	2584	275.7893462948116	158	158
43546	126307	200406	5850	275.2203430777378	408	408
9667	125682	226393	2180	273.291951955932	190	190
32708	130615	200382	1912	272.89463878884925	86	86
62611	125682	200362	550	272.1276417621537	230	230
25127	126386	200378	3690	271.53966407100336	204	204
64604	125551	200345	4350	270.4475688812128	438	438
52376	125545	200380	3074	268.6360121499423	172	172
61648	129912	200376	5108	268.3190057011043	238	238
14717	125553	225545	4944	267.4691067182313	108	108
65909	125551	200361	1512	263.5183288213767	420	420
17238	125551	233096	4824	262.60791537434335	444	444
38633	100360	226359	1260	262.4903815049878	114	114
60468	129912	200377	5640	260.1604722371706	204	204
20609	100381	200356	3150	258.85537685355905	336	336
29894	125682	200356	1080	257.78046559861235	390	390
45274	126359	200361	4350	257.1159647502809	102	102
56059	131536	200406	3675	254.43940394677776	195	195
28485	129912	200358	2925	254.076763162862	327	327
30088	125682	200361	990	253.85777989263048	288	288
15766	129912	225673	2410	253.7184540475636	218	218
397	130479	231786	286	253.62914463564283	308	308
51756	125545	200379	6460	253.02647970083126	266	266
11008	125545	225469	4645	252.96698170527804	209	209
32654	130615	200406	6940	250.95021316194135	158	158
59413	126386	200362	3492	250.0187051992549	126	126
28156	129912	200382	7020	248.3054329625164	252	252
35658	131483	230616	225	246.6571480348335	291	291
3790	125469	200405	5900	246.294794641584	52	52
28570	129912	233099	5140	244.8300831352836	344	344
50049	125545	200405	3100	244.54627347524388	188	188
64339	125551	200403	3036	243.6463887865248	156	156
23524	132077	226234	6450	242.83952192413943	342	342
56566	131483	200406	450	240.34189039396614	276	276
9399	125694	226393	2200	239.87754593599206	224	224
35622	131551	226393	450	237.90505561027504	216	216
3481	125469	201413	5912	237.56815395922564	250	250
9304	100344	200379	7650	237.44230447088938	372	372
57898	126386	201413	1472	236.5833925376928	100	100
7067	125669	231786	5576	235.90829565466856	322	322
51197	125553	200382	1881	235.5273635441142	273	273
45941	126364	200361	6911	234.7558826712073	127	127
49163	126234	201413	648	233.37370497006862	234	234
43727	126307	200361	2124	231.05920070850195	84	84
37910	126234	230615	4050	230.94101061324284	432	432
56336	131536	200406	3300	230.91115742330638	198	198
33209	125545	226386	1197	229.5618363629803	411	411
28129	129912	200383	4680	229.10004307944527	198	198
16050	129912	225673	970	226.33343496303738	218	218
47196	126364	200344	6462	225.7223985772882	42	42
22083	131027	200374	7020	224.88457836816306	240	240
36166	133096	230616	2475	224.56511596255288	471	471
5135	100406	200405	4050	224.0681045432414	42	42
22858	130616	200384	2400	223.20750886003566	84	84
53003	133099	201413	4185	222.36132935151542	165	165
43158	133099	200360	6072	220.27054657274013	168	168
41705	133099	200381	1710	220.25750126117617	258	258
42731	133099	200377	1644	218.6403977917904	102	102
38117	100405	225469	7020	215.63951181552295	54	54
22587	125682	226399	4399	215.39180280545537	221	221
48428	126399	200363	6381	215.0233528469855	87	87
42007	133099	200376	6175	214.870277430598	113	113
11667	126359	233096	3048	214.7571342898982	114	114
46304	126359	200375	5040	214.10537069996073	282	282
40019	133099	200384	4176	213.50995385771034	198	198
25894	130479	200382	3260	213.34325588226065	70	70
4671	100377	225469	5700	213.3328364122192	216	216
61442	129912	200376	2072	213.02664470860978	238	238
23133	130616	233099	2100	212.264698661636	276	276
55658	131536	200345	2812	211.40818936224557	278	278
32598	130615	200406	2136	209.43815069128664	162	162
8353	125553	226359	1917	209.10308408686907	417	417
15768	129912	225673	2430	208.16169510183983	222	222
21750	100386	200379	5850	208.018893032068	132	132
46654	126364	200344	2529	207.60664098123488	39	39
62008	125682	201413	1659	206.93636742878604	141	141
51762	125545	200379	6652	206.6578424956319	266	266
45881	126364	200360	2812	205.70181419851968	140	140
62870	125469	226364	4779	205.63035807289918	501	501
39380	101413	226359	4680	204.8466110527291	294	294
60291	129912	200377	504	204.7482984885588	204	204
33489	125553	226386	361	203.68147171609255	425	425
45778	126364	200372	6948	203.58650675422172	294	294
48505	126399	200362	7000	203.54862924893965	134	134
62662	125682	200362	1108	202.60665263821357	230	230
35165	133099	232097	420	201.78128238433914	252	252
6713	126386	200849	6168	201.34095765822238	294	294
52328	125545	200380	2448	200.88029236561553	174	174
57470	126386	200385	3776	200.48996827844798	64	64
25634	126386	200376	5976	199.75020347910586	150	150
60800	129912	200377	5292	199.4498452903415	204	204
40397	133096	200345	2440	199.082868135366	32	32
36957	133099	226386	6225	199.05020397713022	255	255
17151	126364	225551	1000	197.61228616108588	470	470
54903	131536	200379	1590	196.76873649966328	216	216
59701	129912	200385	6060	195.87428750560775	156	156
18154	126384	225673	4884	195.79499790997792	180	180
28126	129912	200383	4545	195.34731812245968	195	195
28860	132077	200378	5850	194.5919117030706	282	282
36831	133099	226386	3300	194.37786363614498	258	258
35260	133099	231791	6408	193.51328407365546	366	366
47232	126364	200344	6786	192.61031270729902	42	42
10086	125682	226393	6522	192.39897568614685	192	192
903	100359	226393	5850	192.06657121820146	252	252
22334	125682	230616	1620	191.87509276120386	126	126
15289	101413	200377	3900	191.49203685354206	42	42
60294	129912	200377	558	190.98969616287562	204	204
7273	130615	231786	3720	190.7055847108915	318	318
65684	125551	200361	6875	189.14586626410835	415	415
330	129912	231786	5268	188.97222432437852	432	432
8354	125553	226359	1956	188.1948897166306	420	420
57831	126386	201413	369	187.38357196822642	99	99
61602	129912	200376	4331	186.8775179797372	235	235
57756	126386	201413	3156	186.58387696377807	102	102
46887	126364	200344	4020	185.86683711044856	42	42
22290	131027	233099	1500	185.72331845727345	294	294
40916	131536	201409	5844	185.03582374759128	138	138
12224	125545	225553	7065	184.10592631454097	105	105
11819	126364	233096	1725	184.0735837605115	81	81
2276	125469	200378	4240	183.82843047298013	146	146
41767	133099	200376	3855	183.74153453285302	111	111
59869	129912	200385	4860	183.67537588410784	156	156
58619	129912	201413	1724	183.6699848818289	190	190
59420	129912	200385	1826	183.4579746939072	154	154
57640	126386	200385	4976	183.19857083899987	64	64
26683	132097	200378	5912	182.92459379728697	148	148
59085	126386	200362	5752	182.24674796002043	122	122
22093	131027	200383	2400	181.89667234324148	162	162
56293	131536	200405	4290	181.46372172811363	138	138
47759	126359	200344	2812	181.4208857570412	68	68
16312	129912	225673	5300	180.1525464901682	220	220
65781	125551	200361	5226	179.8675856885262	420	420
2373	125469	200380	4238	179.51212849941408	112	112
52346	125545	200381	800	179.30586305521945	220	220
17922	126384	225673	6170	179.1580205259821	178	178
15079	125553	225545	1128	178.9875078953849	108	108
21676	100404	200344	4050	178.52120462212227	348	348
47800	126359	200344	3468	178.13148757984817	72	72
47689	126359	200344	1224	177.20775678753787	72	72
63034	125469	226364	3132	176.66343098398838	504	504
46680	126364	200344	2770	176.4194671978306	38	38
4737	126399	225469	450	176.24946972472412	372	372
11991	126364	233096	5580	176.10717843856295	84	84
57627	126386	200385	4794	176.01400056664195	66	66
2210	125469	200378	1370	175.950632641972	148	148
12620	125545	225553	3010	175.86935766929017	104	104
24982	126384	200377	6369	175.50375821062005	159	159
56247	131536	200405	6885	175.28373079631163	135	135
27057	125694	201413	2400	175.2664435834022	180	180
45894	126364	200360	3540	174.66593496114362	144	144
13811	125545	225551	5820	174.53811277499344	180	180
3030	125469	200362	6930	174.39163034756123	294	294
49474	126359	201409	6480	173.24709745036637	318	318
5795	126384	200405	6783	172.19774483869	267	267
50230	125553	200385	6240	171.97959218530113	366	366
59279	126386	200362	2000	171.7230771581002	124	124
46147	126359	200378	3340	171.72039500319815	422	422
3133	125469	200377	4412	171.43448572874826	208	208
25102	126384	200381	1980	171.15381020648894	246	246
59997	129912	200377	2172	171.0490318336286	204	204
4630	125469	232097	3468	171.02667603620796	246	246
674	100381	225669	3900	170.90485978645938	144	144
6113	129912	200403	2340	170.87967626656953	432	432
7937	100405	225545	768	170.63749043651163	186	186
3827	125469	200405	4200	170.28689428673874	54	54
30609	125682	200381	5280	169.9366532150562	138	138
29324	126386	201408	1440	169.91858882546495	228	228
40834	131536	201408	3142	169.27662542144975	116	116
19250	125553	231786	2045	169.25402613280795	115	115
25568	126386	200378	2400	169.23527319440066	204	204
11178	125469	225545	6732	168.2861993779574	210	210
36511	133099	230616	1891	168.18321463630755	275	275
18468	133096	226359	3400	167.95193238611486	110	110
7767	100356	225553	1500	167.69971488691814	276	276
42732	133099	200377	1656	167.26206652591193	102	102
50030	125545	200406	5256	167.25079865620168	222	222
22773	129912	230616	2838	167.14505527630166	204	204
3970	125469	200384	5625	166.88491180073424	225	225
40424	133096	200344	1348	166.34057980785607	44	44
13566	125545	225551	63	165.77312746091565	177	177
52895	133099	201413	5912	165.25622006029477	166	166
24364	126384	200361	6500	165.2298430999891	160	160
6813	125682	231786	1056	164.73882786966738	318	318
18836	100849	200407	6750	164.45793858571824	144	144
29227	130479	201408	5850	164.39668901002327	228	228
46957	126364	200345	6760	163.86094164827983	50	50
14363	125553	225545	6528	163.83669935221027	108	108
5998	129912	225553	952	163.51448797753622	482	482
41029	131536	201408	4810	163.15053228370928	116	116
45499	126359	200361	3500	162.99240330967632	100	100
65570	125551	200374	6184	162.78952705446025	200	200
27296	129912	200384	1000	162.74013355271816	176	176
54138	131536	200379	6182	162.57777593538103	214	214
18563	133099	226364	6120	162.3050708122691	264	264
41005	133099	200374	4725	161.9174598765063	57	57
60822	125682	200385	2838	161.78001355369008	132	132
48115	126399	200379	2472	161.5720235266477	258	258
19547	125551	231786	2764	161.36496813073458	212	212
12344	125545	225553	4405	160.34789517353389	107	107
36454	133099	230616	854	160.34656261750797	274	274
6115	129912	200403	2925	160.3443849905351	429	429
60334	129912	200377	1044	160.18878794193142	204	204
62054	125682	201413	6000	159.91457124745455	144	144
44677	126234	200361	3762	159.32393527719026	210	210
47657	126359	200345	2559	158.5331506734059	81	81
24563	126386	200374	3240	158.52175281612801	204	204
5192	100383	200404	2400	158.4924606955142	204	204
4451	125469	229913	2925	158.4887925935877	279	279
56659	133096	200849	4950	158.29488057495809	330	330
19177	125553	231786	1264	158.20427097199158	116	116
62443	125682	200362	5805	158.16239981302533	231	231
30488	125682	200382	1229	158.00898390270495	85	85
57103	126386	200385	2908	157.72619588449385	62	62
42969	133096	200362	6900	157.4344553054724	186	186
10099	125682	226393	7003	157.41644784188003	191	191
43756	126307	200361	2808	157.39039118885398	84	84
63897	125551	201410	3780	157.34722756539844	276	276
24614	126384	200373	4200	157.33577845929813	306	306
45658	126359	200359	6684	157.1368593787072	198	198
53720	131536	200372	3275	157.0514669577153	37	37
26910	125669	201409	5700	157.03323009705207	300	300
10615	100356	201413	5850	156.92307369405432	180	180
37738	125545	232097	3843	156.90668317409447	363	363
15452	131536	230631	2400	156.8787287174416	324	324
39020	100378	231483	5904	156.49524632760046	138	138
48921	125545	201413	5284	156.43540369130133	338	338
20232	100379	200381	3150	156.34119579302225	66	66
33428	125545	230479	3321	155.88771190422298	333	333
55573	131536	200383	810	155.59422845635325	252	252
36895	133099	226386	4305	155.5865645321492	255	255
21816	131229	233099	6660	155.28782044467118	384	384
42291	133099	200377	2099	155.2664987311387	97	97
46198	126359	200376	1125	155.23256331203999	267	267
57176	126386	200385	3492	155.1346029393756	66	66
41865	133099	200377	6732	155.13374919513677	102	102
35649	131483	230616	6972	154.53512409384084	294	294
36993	133099	226393	5580	153.96470241114184	342	342
60339	129912	200377	1074	153.86644206931493	204	204
38271	100356	226234	2250	153.78733999915127	60	60
24789	126384	200379	4272	153.24685125510777	186	186
51163	125553	200381	7100	153.24611109021225	226	226
34455	126234	231791	3782	153.23279782003428	364	364
22319	125682	230615	981	153.0798370986132	63	63
4375	125469	225698	2145	152.97152461679565	123	123
8740	125553	226364	456	152.8033926086988	390	390
8811	125553	226364	1210	152.65257139946502	386	386
64673	125551	200344	2868	152.4931515484042	450	450
59248	126386	200362	1460	152.48526242288605	124	124
37010	133099	226393	6770	152.35473883542602	340	340
46545	126364	200344	1223	152.0450562579044	37	37
22813	130584	200382	5850	152.02918571717112	108	108
41620	133099	200381	3372	151.94333761674395	258	258
60887	125682	200385	170	151.89299282487355	130	130
15546	129912	225698	3060	151.22021792776312	240	240
65892	125551	200360	3484	151.16173705734312	380	380
6311	126386	225551	4800	151.0283473268227	312	312
56932	131229	200359	6075	150.97175202061305	231	231
65843	125551	200361	3091	150.6893331444158	419	419
39270	100344	226364	3960	150.62985143551919	42	42
43799	126307	200362	6148	150.5262823855815	74	74
32446	130616	201409	4950	150.49316820535296	240	240
19837	126234	226399	4700	150.47150000927627	340	340
55201	131536	200383	4717	150.38797787238948	251	251
21399	133099	225551	128	150.1576253546835	274	274
45717	126364	200372	1500	150.06280242852444	294	294
49633	126364	201410	2880	149.96806215288072	192	192
64827	125551	200381	4302	149.78848806844107	132	132
18124	126384	225673	4704	149.4824592030554	180	180
64130	125551	200407	784	149.47941966349134	128	128
34912	125551	225669	3375	149.45736672434114	219	219
48756	126364	200384	5850	148.95187939231423	396	396
61333	129912	200376	702	148.9473472424026	240	240
58264	126386	201413	5157	148.85959963404855	99	99
32103	129912	232097	2400	148.83475044524934	180	180
17642	126384	225673	2900	148.59399982150046	178	178
9348	133099	233096	4050	148.55320303407257	222	222
20111	100380	200381	4050	148.53760788683817	54	54
43864	125553	200849	2970	148.31882688681432	144	144
5329	126384	231786	5346	148.23420221918823	390	390
51320	125553	200380	1140	148.21210163465915	180	180
30172	125669	200344	4950	147.9476783214451	480	480
44651	126234	200362	942	147.76830277091085	150	150
4054	125469	226399	2900	147.55513306724362	340	340
49412	126399	201409	1620	147.4800018003043	324	324
64683	125551	200344	3428	147.29598075996986	448	448
42590	133099	200377	720	147.02317639316817	102	102
297	129912	200404	5550	146.73062616064863	348	348
24444	126384	200362	3327	146.68624457154434	153	153
18140	126384	225673	4800	146.4765142228101	180	180
51216	125553	200380	6860	146.4222507038532	178	178
50876	125553	200376	4612	146.35201036637724	296	296
43733	126307	200361	2610	146.18322147230182	84	84
11084	125545	225469	207	145.98208217891082	207	207
54101	133099	201409	1683	145.48813760117008	39	39
45329	126359	200361	5029	145.4456234444961	101	101
56096	131536	200406	4540	145.02474013985244	194	194
49354	126399	201413	2475	144.78997152565395	201	201
60288	129912	200377	450	144.63207237748188	204	204
26440	126386	233099	3012	144.5297375218382	258	258
6351	126386	225545	4248	144.280253359827	408	408
49713	125545	200403	5490	144.1965519519861	54	54
3541	125469	200376	3150	144.17627083811604	234	234
1318	100379	230616	1500	144.09670068741198	114	114
30659	125682	200376	1220	143.78255266104463	190	190
31102	125669	200379	3200	143.46805561609978	130	130
11014	125545	225469	4819	143.27152489980037	209	209
28195	129912	200383	2513	142.82931244535055	193	193
26213	130479	200377	4800	142.30146219525636	168	168
19083	125553	231786	520	142.1065860640937	116	116
31058	125669	200379	2346	142.0440723833658	132	132
50997	125553	200378	3756	141.96303292409888	216	216
41050	133099	200373	3375	141.8453444737922	99	93
19692	131483	233096	1350	141.78599219746573	222	222
30274	125682	200381	2160	141.62353658473688	138	138
14133	125545	225551	5236	141.60850573804962	176	176
43072	133096	200361	5268	141.41582376321634	120	120
31016	125694	200344	3000	141.26512163464253	474	474
1565	100380	231791	5940	141.21984574378257	312	312
43199	133099	200361	5340	141.1873535378956	270	270
54382	131536	200379	4400	141.0036882921074	214	214
51283	125553	200381	2175	140.89566372494133	225	225
9709	125682	226393	3068	140.75291311942016	190	190
50278	125553	200384	3450	140.46640937809562	342	342
44935	126234	200385	4048	140.40764224677963	302	302
53284	133096	201409	4800	140.06829877609243	246	246
33417	125545	230479	2160	140.059720794753	336	336
22010	131027	200362	5310	140.0080052815826	162	162
43403	131536	200849	3148	139.9877529162242	80	80
34893	125545	225669	3570	139.9514612176973	348	348
47724	126359	200344	2160	139.87387710090883	72	72
19865	126234	226399	400	139.86561994168287	338	338
11503	126359	233096	475	139.7941845081222	113	113
46810	126364	200345	5446	139.50041509656603	50	50
28863	132077	200372	4050	139.48743665208391	384	384
57597	126386	200385	4284	139.4526780476077	66	66
18319	133099	226399	3375	139.42139727901858	363	363
12078	125545	225553	5813	139.378921542543	103	103
49028	125553	201413	5960	139.22603883595335	346	346
40038	133099	200385	6640	138.6819504279672	194	194
36273	133099	230616	5072	138.40452400437732	274	274
34760	125545	225669	6136	138.3916429735025	344	344
4332	125469	230616	2800	138.0597114036214	242	242
56830	131229	200361	4384	138.02771838157616	98	98
31634	125669	200380	6192	137.88031125841616	168	168
6590	125682	200405	6900	137.64606704109002	138	138
28429	129912	200381	4907	137.53455536039615	283	283
22134	131027	200381	560	137.53433312847488	250	250
31694	125669	200380	6432	137.47747933460133	168	168
7615	100383	225545	2025	137.38380522915384	291	291
4882	130615	225469	2475	137.10089061807102	207	207
13957	125545	225551	3736	137.09720742293072	176	176
65135	125551	200378	1412	137.0421882481284	130	130
16791	126359	225551	2812	136.90593924787373	500	500
62965	125469	226364	1300	136.87595114194139	500	500
24391	126384	200362	2346	136.85026023182135	156	156
60064	129912	200377	2440	136.6903606354366	200	200
1527	100382	231791	1395	136.65508897580114	243	243
23595	130479	200406	2916	136.62235911529373	132	132
63205	125551	200362	3510	136.61437998490211	276	276
19688	131483	233096	5700	136.60431322778456	222	222
30798	125682	200379	2400	136.3764077107413	138	138
19530	125551	231786	2040	136.36063390121421	216	216
9645	125694	226393	5220	136.34845085148652	228	228
30997	125669	200362	5538	136.2877477265326	276	276
678	100381	225669	4800	136.16640294823824	144	144
24242	126384	200363	3780	136.10185525973097	84	84
52933	133099	201413	6594	135.95321501114626	168	168
44943	126234	200385	4800	135.48851204449824	306	306
13976	125545	225551	3888	135.47937272407935	180	180
701	100403	225669	5100	135.3763907539165	294	294
9953	125682	226393	1206	135.3703351580004	192	192
48123	126399	200377	6930	135.294795769073	216	216
16750	126399	226234	1368	134.79664147528678	342	342
61213	125682	200385	3924	134.73297854912911	132	132
33811	126399	232077	6812	134.4623641166434	76	76
19886	100381	200378	450	134.336866717502	54	54
29603	125669	200406	4350	134.29604308161584	144	144
48958	125553	201409	6700	134.10283700025172	194	194
13714	125545	225551	1327	134.0652558739873	179	179
44016	126234	200373	6750	133.89795443142452	174	174
26014	130479	200380	1530	133.77732897435934	156	156
22098	131027	200383	100	133.7471761987047	158	158
642	100383	225698	5850	133.67675610034672	174	174
8917	125553	226364	2359	133.38145196115732	389	389
29656	125682	200384	1140	133.1118212808844	132	132
6301	130479	225553	3824	133.0979887924777	352	352
23286	132077	226399	5158	133.07060885793777	74	74
36042	126386	225698	4050	133.02095347911762	198	198
65140	125551	200378	1732	132.9082684649913	128	128
596	101413	231791	5895	132.88951539192138	207	207
6163	129912	200405	3380	132.84640192932193	310	310
16310	129912	225673	5250	132.77062243522013	222	222
36912	133099	226386	4670	132.64416587331706	256	256
33878	126399	232077	2280	132.58173179740837	78	78
32254	131027	201413	1980	132.56949291073596	138	138
7553	100381	231786	3300	132.29166054526516	186	186
48186	126399	200378	3000	132.20010519507775	306	306
45725	126364	200375	4350	132.1661815009464	288	288
62025	125682	201413	5565	131.84372566383888	141	141
12073	125545	225553	5778	131.59259668747174	108	108
8402	125553	226359	750	131.55284091388492	420	420
24850	126384	200379	5085	131.18835633849847	183	183
21323	100362	200384	4050	131.13309062748093	138	138
15961	129912	225673	315	131.1089845780043	219	219
46571	126364	200344	1717	131.08784814840647	41	41
30356	125682	200381	810	130.6648034821897	138	138
47865	126399	200385	4815	130.6609773657297	165	165
19264	125553	231786	2143	130.63008795214049	119	119
31869	125669	200380	2580	130.2897547229121	168	168
39736	100384	233099	7312	130.1279906261338	194	194
5027	130631	200405	800	129.96503007443337	220	220
15057	125553	225545	845	129.8656799723672	103	103
44109	126234	200381	4350	129.69703514021668	336	336
54451	131536	200379	5129	129.62111509766476	211	211
36608	133099	230616	3363	129.50239616984783	273	273
4909	100406	225469	2400	129.47833369516974	78	78
27674	129912	200379	2028	129.39581609943957	228	228
12983	125551	225545	3756	129.36281843142308	192	192
64462	125551	200385	2610	129.30983585379786	282	282
57845	126386	201413	495	129.23751911639823	99	99
39974	133096	200385	5100	129.2213667235032	384	384
44812	126234	200344	5800	129.1345861040785	134	134
56794	131229	200361	6804	129.13222653591075	102	102
18998	125553	231786	95	129.08346785324375	115	115
18865	125469	231786	846	129.0194627150372	234	234
29513	132097	201408	3000	128.98779955534968	174	174
30287	125682	200382	4080	128.9251134589065	90	90
23564	130479	200406	1684	128.91942528582558	128	128
36172	133096	230616	4950	128.9154495430395	474	474
42557	133099	200376	2448	128.7260343512793	114	114
23802	126384	200384	6030	128.6178822269603	138	138
36922	133099	226386	5010	128.5477948962132	258	258
13334	125551	225545	1584	128.484850568531	192	192
18084	126384	225673	4352	128.4341493283399	178	178
50344	125553	200405	6818	128.42589806945367	196	196
55636	131536	200382	3525	128.41700766103486	213	213
38818	100405	226359	7740	128.33355202909917	462	462
55960	131536	200403	4120	128.29446314853976	32	32
43192	133099	200361	5046	128.27377661154094	270	270
47350	126359	200345	5580	128.24193344277376	84	84
31800	125669	200381	3132	127.98119150557677	132	132
20800	100362	200379	4050	127.90159368911449	156	156
45561	126364	200381	4824	127.81002911273283	456	456
58141	126386	201413	3980	127.72830285626172	100	100
49200	126234	201413	4125	127.70368837053456	231	231
28888	132077	200361	5688	127.6289524582533	144	144
21148	100406	200359	450	127.6274618200155	276	276
27831	129912	200378	3006	127.61094435816005	276	276
4974	100362	200849	6750	127.4466764111978	234	234
50733	125553	200361	1236	127.43758291823396	426	426
4316	125469	230616	6524	127.41120826923623	244	244
26030	130479	200381	3008	127.39449004679108	118	118
16145	129912	225673	5883	127.38372918884481	219	219
585	101409	231551	5850	127.28074931069024	300	300
22987	130616	200379	450	127.25543755091807	114	114
10559	100405	201413	1350	127.17448246967724	204	204
42699	133099	200377	1260	127.16401510745808	102	102
66027	125469	200363	4050	126.94760385344189	306	306
63428	125551	226364	6456	126.9126078622601	486	486
31626	125669	200380	5904	126.79053463128488	168	168
32777	130615	200381	2010	126.69066522787146	126	126
31737	125669	200382	3760	126.67434731557778	80	80
2519	125469	200380	2398	126.65467059650013	110	110
8078	100372	231786	3150	126.63911019963685	48	48
1845	100380	232097	3300	126.57253451771246	186	186
16018	129912	225673	714	126.43301170168542	222	222
23289	132077	226399	5299	126.40984247544836	77	77
65536	125551	200375	6570	126.38066200047037	252	252
58892	129912	201413	5295	126.23337824019532	189	189
60087	129912	200377	2710	126.0192894101498	200	200
7445	126399	200403	5100	125.99707151209257	462	462
52317	125545	200383	3984	125.99487029221324	306	306
25418	126386	200376	4212	125.93145919495659	150	150
30929	125682	200377	5172	125.80919098039098	156	156
3645	125469	200382	4350	125.69178304569415	138	138
65559	125551	200372	1156	125.67654125109898	170	170
39788	133099	200405	3840	125.58575537656927	240	240
44896	126234	200386	5850	125.45853931492056	282	282
21127	100404	200362	7650	125.39102923996836	246	246
29939	125682	200356	3825	125.31416679025114	387	387
40729	133099	200372	5760	125.2767779973389	96	96
52391	125545	200381	939	125.22797120922579	219	219
47743	126359	200344	2502	125.11684954366528	72	72
3463	125469	201409	2250	125.09922124111223	258	258
26198	130479	200379	1350	125.09547126811287	120	120
32629	130615	200407	6000	124.92187589146103	126	126
37610	125553	232097	361	124.88798434670984	371	371
3004	125469	200362	6129	124.85290878274593	291	291
37737	125545	232097	3762	124.64562413391518	366	366
44642	126234	200361	7000	124.63748860904214	206	206
44853	126234	200404	5100	124.60205571648262	264	264
48394	126399	200362	2100	124.30763322136612	138	138
59821	129912	200385	4146	124.20156367407316	156	156
31389	125669	200379	5040	124.17807732237453	132	132
13697	125545	225551	1208	124.08456610313311	178	178
30155	125682	200361	4900	124.02918585582799	284	284
24011	126384	200406	1860	124.01645542352828	222	222
22770	129912	230616	2568	123.94841426587152	204	204
58400	129912	201413	2820	123.90253665686365	192	192
48281	126399	200377	128	123.8319567355282	214	214
55035	131536	200383	6329	123.67764623200553	247	247
32081	131027	226307	2250	123.64484193754315	198	198
42762	133099	200358	1156	123.52383738985716	104	104
54577	131536	200378	108	123.49840181778598	156	156
64878	125551	200381	5158	123.46436026390138	128	128
14890	125553	225545	2868	123.33785902783616	108	108
37948	126234	230616	4950	123.31309073385302	396	396
47519	126359	200344	5520	123.28891734951128	72	72
51329	125553	200380	1500	123.27873000725388	180	180
50254	125553	200385	5220	123.26140125916312	366	366
14901	125553	225545	2945	123.24361655905292	103	103
11073	125545	225469	3255	123.22698923236322	207	207
41994	133099	200376	5850	123.16413435528477	114	114
19943	100381	200379	1350	123.1194664426336	66	66
20259	100377	200378	6750	122.97175938772578	90	90
43169	133099	200362	2120	122.9618726993481	172	172
8259	125545	226399	6000	122.81983060745053	498	498
63759	125551	201413	448	122.75869350937631	260	260
57130	126386	200385	3124	122.73348928422219	62	62
15855	129912	225673	3141	122.59132413126324	219	219
54435	131536	200379	4857	122.54468503909844	213	213
13262	125551	225545	378	122.53076178885	192	192
63801	125551	201408	4320	122.4896059014616	168	168
6860	125669	231786	1143	122.43038487347442	321	321
1836	100379	232097	1050	122.4300196902419	102	102
54820	131536	200377	5112	122.42723996625834	210	210
56784	131229	200362	450	122.362636925721	132	132
