12	(2, 4)	654
30	(4, 5)	660
11	(1, 2)	678
11	(2, 4)	678
23	(4, 5)	684
9	(1, 2)	690
9	(2, 4)	690
22	(4, 5)	690
2	(4, 5)	696
17	(4, 5)	702
12	(4, 5)	708
11	(4, 5)	732
8	(1, 2)	744
8	(2, 4)	744
9	(4, 5)	744
32	(1, 2)	774
32	(2, 4)	774
8	(4, 5)	798
32	(4, 5)	828
29	(1, 2)	858
29	(2, 4)	858
10	(1, 2)	876
10	(2, 4)	876
37	(1, 2)	906
37	(2, 4)	906
29	(4, 5)	912
153	(1, 2)	930
153	(2, 3)	930
10	(4, 5)	930
151	(1, 2)	936
151	(2, 3)	936
56	(1, 2)	942
56	(2, 4)	942
37	(4, 5)	960
153	(3, 4)	972
155	(1, 2)	978
155	(2, 3)	978
151	(3, 4)	978
153	(4, 5)	990
151	(4, 5)	996
56	(4, 5)	996
155	(3, 4)	1020
69	(1, 2)	1038
150	(1, 2)	1038
69	(2, 4)	1038
150	(2, 3)	1038
155	(4, 5)	1038
38	(1, 2)	1050
38	(2, 4)	1050
51	(1, 2)	1056
51	(2, 4)	1056
156	(1, 2)	1074
156	(2, 3)	1074
150	(3, 4)	1080
69	(4, 5)	1092
57	(1, 2)	1098
57	(2, 4)	1098
150	(4, 5)	1098
38	(4, 5)	1104
51	(4, 5)	1110
156	(3, 4)	1116
156	(4, 5)	1134
62	(1, 2)	1140
62	(2, 4)	1140
57	(4, 5)	1152
61	(1, 2)	1170
58	(1, 2)	1170
61	(2, 4)	1170
58	(2, 4)	1170
62	(4, 5)	1194
59	(1, 2)	1206
59	(2, 4)	1206
46	(1, 2)	1218
46	(2, 4)	1218
61	(4, 5)	1218
58	(4, 5)	1224
152	(1, 2)	1230
152	(2, 3)	1230
157	(1, 2)	1248
157	(2, 3)	1248
43	(1, 2)	1260
45	(1, 2)	1260
154	(1, 2)	1260
64	(1, 2)	1260
43	(2, 4)	1260
45	(2, 4)	1260
154	(2, 3)	1260
59	(4, 5)	1260
68	(1, 2)	1266
64	(2, 4)	1266
68	(2, 4)	1266
50	(1, 2)	1272
50	(2, 4)	1272
152	(3, 4)	1272
46	(4, 5)	1272
157	(3, 4)	1290
152	(4, 5)	1290
154	(3, 4)	1302
157	(4, 5)	1308
43	(4, 5)	1308
45	(4, 5)	1314
64	(4, 5)	1314
154	(4, 5)	1320
68	(4, 5)	1320
50	(4, 5)	1326
36	(1, 2)	1344
36	(2, 4)	1344
66	(1, 2)	1392
66	(2, 4)	1392
36	(4, 5)	1398
49	(1, 2)	1416
49	(2, 4)	1416
54	(1, 2)	1434
54	(2, 4)	1434
66	(4, 5)	1446
42	(1, 2)	1470
42	(2, 4)	1470
49	(4, 5)	1470
54	(4, 5)	1488
60	(1, 2)	1500
60	(2, 4)	1500
41	(1, 2)	1518
41	(2, 4)	1518
42	(4, 5)	1524
60	(4, 5)	1554
41	(4, 5)	1572
63	(1, 2)	1578
44	(1, 2)	1578
39	(1, 2)	1578
63	(2, 4)	1578
44	(2, 4)	1578
39	(2, 4)	1584
65	(1, 2)	1602
65	(2, 4)	1602
63	(4, 5)	1626
44	(4, 5)	1632
39	(4, 5)	1638
47	(1, 2)	1650
47	(2, 4)	1650
65	(4, 5)	1656
52	(1, 2)	1686
52	(2, 4)	1686
48	(1, 2)	1698
53	(1, 2)	1698
48	(2, 4)	1698
53	(2, 4)	1698
47	(4, 5)	1704
40	(1, 2)	1722
40	(2, 4)	1722
55	(1, 2)	1728
55	(2, 4)	1728
52	(4, 5)	1740
48	(4, 5)	1746
158	(1, 2)	1752
158	(2, 3)	1752
53	(4, 5)	1752
67	(1, 2)	1764
67	(2, 4)	1764
70	(1, 2)	1770
70	(2, 4)	1770
40	(4, 5)	1776
55	(4, 5)	1782
158	(3, 4)	1794
158	(4, 5)	1812
67	(4, 5)	1818
70	(4, 5)	1824
82	(1, 2)	1842
82	(2, 4)	1842
89	(1, 2)	1866
89	(2, 4)	1866
104	(1, 2)	1878
104	(2, 4)	1878
90	(1, 2)	1890
90	(2, 4)	1890
82	(4, 5)	1896
167	(1, 2)	1908
167	(2, 3)	1908
89	(4, 5)	1920
104	(4, 5)	1932
90	(4, 5)	1944
167	(3, 4)	1950
72	(1, 2)	1962
72	(2, 4)	1962
167	(4, 5)	1968
75	(1, 2)	1974
75	(2, 4)	1974
97	(1, 2)	2004
97	(2, 4)	2004
72	(4, 5)	2016
160	(1, 2)	2022
160	(2, 3)	2022
79	(1, 2)	2028
79	(2, 4)	2028
75	(4, 5)	2028
96	(1, 2)	2046
96	(2, 4)	2046
102	(1, 2)	2052
102	(2, 4)	2052
97	(4, 5)	2058
161	(1, 2)	2064
161	(2, 3)	2064
160	(3, 4)	2064
105	(1, 2)	2076
105	(2, 4)	2076
160	(4, 5)	2082
79	(4, 5)	2082
76	(1, 2)	2094
76	(2, 4)	2094
96	(4, 5)	2100
161	(3, 4)	2106
102	(4, 5)	2106
100	(1, 2)	2124
100	(2, 4)	2124
161	(4, 5)	2124
105	(4, 5)	2130
80	(1, 2)	2148
80	(2, 4)	2148
76	(4, 5)	2148
71	(1, 2)	2166
71	(2, 4)	2166
100	(4, 5)	2178
80	(4, 5)	2202
88	(1, 2)	2208
91	(1, 2)	2208
88	(2, 4)	2208
91	(2, 4)	2208
101	(1, 2)	2220
95	(1, 2)	2220
98	(1, 2)	2220
101	(2, 4)	2220
95	(2, 4)	2220
71	(4, 5)	2220
98	(2, 4)	2226
93	(1, 2)	2256
93	(2, 4)	2256
88	(4, 5)	2256
91	(4, 5)	2262
92	(1, 2)	2268
92	(2, 4)	2268
101	(4, 5)	2268
95	(4, 5)	2274
85	(1, 2)	2280
85	(2, 4)	2280
98	(4, 5)	2280
159	(1, 2)	2304
159	(2, 3)	2304
93	(4, 5)	2310
92	(4, 5)	2322
94	(1, 2)	2334
94	(2, 4)	2334
85	(4, 5)	2334
99	(1, 2)	2346
99	(2, 4)	2346
159	(3, 4)	2346
86	(1, 2)	2358
86	(2, 4)	2358
159	(4, 5)	2364
94	(4, 5)	2388
99	(4, 5)	2400
73	(1, 2)	2412
73	(2, 4)	2412
86	(4, 5)	2412
162	(1, 2)	2466
162	(2, 3)	2466
73	(4, 5)	2466
83	(1, 2)	2490
83	(2, 4)	2490
74	(1, 2)	2508
74	(2, 4)	2508
162	(3, 4)	2508
87	(1, 2)	2514
78	(1, 2)	2514
87	(2, 4)	2514
78	(2, 4)	2514
162	(4, 5)	2526
83	(4, 5)	2544
77	(1, 2)	2550
77	(2, 4)	2550
74	(4, 5)	2562
87	(4, 5)	2562
103	(1, 2)	2568
103	(2, 4)	2568
78	(4, 5)	2568
165	(1, 2)	2586
165	(2, 3)	2586
164	(1, 2)	2598
164	(2, 3)	2598
77	(4, 5)	2604
103	(4, 5)	2622
165	(3, 4)	2628
81	(1, 2)	2640
163	(1, 2)	2640
81	(2, 4)	2640
163	(2, 3)	2640
164	(3, 4)	2640
165	(4, 5)	2646
164	(4, 5)	2658
166	(1, 2)	2670
166	(2, 3)	2670
84	(1, 2)	2676
84	(2, 4)	2676
163	(3, 4)	2682
81	(4, 5)	2694
163	(4, 5)	2700
166	(3, 4)	2712
117	(1, 2)	2718
121	(1, 2)	2718
117	(2, 4)	2718
121	(2, 4)	2718
175	(1, 2)	2730
175	(2, 3)	2730
166	(4, 5)	2730
84	(4, 5)	2730
124	(1, 2)	2754
133	(1, 2)	2754
124	(2, 4)	2754
133	(2, 4)	2754
117	(4, 5)	2766
175	(3, 4)	2772
121	(4, 5)	2772
127	(1, 2)	2778
127	(2, 4)	2778
115	(1, 2)	2784
115	(2, 4)	2784
109	(1, 2)	2790
109	(2, 4)	2790
175	(4, 5)	2790
124	(4, 5)	2802
133	(4, 5)	2808
110	(1, 2)	2820
110	(2, 4)	2820
127	(4, 5)	2832
115	(4, 5)	2838
109	(4, 5)	2844
140	(1, 2)	2850
140	(2, 4)	2850
131	(1, 2)	2856
131	(2, 4)	2856
170	(1, 2)	2868
170	(2, 3)	2868
110	(4, 5)	2874
114	(1, 2)	2880
114	(2, 4)	2880
119	(1, 2)	2892
119	(2, 4)	2892
140	(4, 5)	2904
170	(3, 4)	2910
131	(4, 5)	2910
170	(4, 5)	2928
114	(4, 5)	2934
129	(1, 2)	2940
129	(2, 4)	2940
119	(4, 5)	2946
118	(1, 2)	2952
171	(1, 2)	2952
118	(2, 4)	2952
171	(2, 3)	2952
135	(1, 2)	2958
135	(2, 4)	2958
138	(1, 2)	2964
138	(2, 4)	2964
139	(1, 2)	2970
139	(2, 4)	2970
171	(3, 4)	2994
129	(4, 5)	2994
118	(4, 5)	3006
107	(1, 2)	3012
107	(2, 4)	3012
171	(4, 5)	3012
135	(4, 5)	3012
138	(4, 5)	3018
139	(4, 5)	3024
123	(1, 2)	3036
123	(2, 4)	3036
132	(1, 2)	3048
132	(2, 4)	3048
122	(1, 2)	3054
122	(2, 4)	3054
107	(4, 5)	3066
113	(1, 2)	3084
113	(2, 4)	3084
123	(4, 5)	3090
132	(4, 5)	3102
134	(1, 2)	3108
134	(2, 4)	3108
122	(4, 5)	3108
136	(1, 2)	3132
136	(2, 4)	3132
113	(4, 5)	3138
134	(4, 5)	3162
136	(4, 5)	3186
128	(1, 2)	3252
106	(1, 2)	3252
128	(2, 4)	3252
106	(2, 4)	3252
130	(1, 2)	3258
130	(2, 4)	3258
176	(1, 2)	3282
176	(2, 3)	3282
172	(1, 2)	3294
172	(2, 3)	3294
128	(4, 5)	3300
106	(4, 5)	3306
130	(4, 5)	3312
125	(1, 2)	3318
108	(1, 2)	3318
125	(2, 4)	3318
108	(2, 4)	3318
176	(3, 4)	3324
126	(1, 2)	3336
126	(2, 4)	3336
172	(3, 4)	3336
176	(4, 5)	3342
172	(4, 5)	3354
125	(4, 5)	3366
108	(4, 5)	3372
137	(1, 2)	3384
137	(2, 4)	3384
126	(4, 5)	3390
111	(1, 2)	3402
111	(2, 4)	3402
169	(1, 2)	3408
169	(2, 3)	3408
168	(1, 2)	3420
168	(2, 3)	3420
120	(1, 2)	3432
120	(2, 4)	3432
137	(4, 5)	3438
169	(3, 4)	3450
111	(4, 5)	3456
174	(1, 2)	3462
174	(2, 3)	3462
168	(3, 4)	3462
169	(4, 5)	3468
168	(4, 5)	3480
120	(4, 5)	3486
174	(3, 4)	3504
173	(1, 2)	3510
173	(2, 3)	3510
174	(4, 5)	3522
116	(1, 2)	3528
116	(2, 4)	3528
112	(1, 2)	3546
112	(2, 4)	3546
173	(3, 4)	3552
173	(4, 5)	3570
116	(4, 5)	3582
112	(4, 5)	3600
