id	origin	capacity
680	100363	4
681	100363	4
682	100363	4
683	100363	4
684	100363	4
685	100363	4
686	100363	4
687	100363	4
688	100363	4
689	100363	4
690	100363	4
691	100363	4
692	100363	4
693	100363	4
694	100363	4
695	100363	4
696	100363	4
697	100363	4
698	100363	4
699	100363	4
700	100363	4
701	100363	4
702	100363	4
703	100363	4
704	100363	4
705	100363	4
706	100363	4
707	100363	4
708	100363	4
709	100363	4
710	100363	4
711	100363	4
712	100363	4
713	100363	4
714	100363	4
715	100363	4
716	100363	4
717	100363	4
718	100363	4
719	100363	4
720	100363	4
721	100363	4
722	100363	4
723	100363	4
724	100363	4
725	100363	4
726	100363	4
727	100363	4
728	100363	4
729	100363	4
730	100363	4
731	100363	4
732	100363	4
733	100363	4
734	100363	4
735	100363	4
736	100363	4
737	100363	4
738	100363	4
739	100363	4
740	100363	4
741	100363	4
742	100363	4
743	100363	4
744	100363	4
745	100363	4
746	100363	4
747	100363	4
748	100363	4
749	100363	4
750	100363	4
751	100363	4
752	100363	4
753	100363	4
754	100363	4
755	100363	4
756	100363	4
757	100363	4
758	100363	4
759	100363	4
760	100363	4
761	100363	4
762	100363	4
763	100363	4
764	100363	4
765	100363	4
766	100363	4
767	100363	4
768	100363	4
769	100363	4
770	100363	4
771	100363	4
772	100363	4
773	100363	4
774	100363	4
775	100363	4
776	100363	4
777	100363	4
778	100363	4
779	100363	4
780	100363	4
781	100363	4
782	100363	4
783	100363	4
784	100363	4
785	100363	4
786	100363	4
787	100363	4
788	100363	4
789	100363	4
790	100363	4
791	100363	4
792	100362	4
793	100362	4
794	100362	4
795	100362	4
796	100362	4
797	100362	4
798	100362	4
799	100362	4
800	100362	4
801	100362	4
802	100362	4
803	100362	4
804	100362	4
805	100362	4
806	100362	4
807	100362	4
808	100362	4
809	100362	4
810	100362	4
811	100362	4
812	100362	4
813	100362	4
814	100362	4
815	100362	4
816	100362	4
817	100362	4
818	100362	4
819	100362	4
820	100362	4
821	100362	4
822	100362	4
823	100362	4
824	100362	4
825	100362	4
826	100362	4
827	100362	4
828	100362	4
829	100362	4
830	100362	4
831	100362	4
832	100362	4
833	100362	4
834	100362	4
835	100362	4
836	100362	4
837	100362	4
838	100362	4
839	100362	4
840	100362	4
841	100362	4
842	100362	4
843	100362	4
844	100362	4
845	100362	4
846	100362	4
847	100362	4
848	100362	4
849	100362	4
850	100362	4
851	100362	4
852	100362	4
853	100362	4
854	100362	4
855	100362	4
856	100362	4
857	100362	4
858	100362	4
859	100362	4
860	100362	4
861	100362	4
862	100362	4
863	100362	4
864	100362	4
865	100362	4
866	100362	4
867	100362	4
868	100362	4
869	100362	4
870	100362	4
871	100362	4
872	100362	4
873	100362	4
874	100362	4
875	100362	4
876	100362	4
877	100362	4
878	100362	4
879	100362	4
880	100362	4
881	100362	4
882	100362	4
883	100362	4
884	100362	4
885	100362	4
886	100362	4
887	100362	4
888	100362	4
889	100362	4
890	100362	4
891	100362	4
892	100362	4
893	100362	4
894	100362	4
895	100362	4
896	100362	4
897	100362	4
898	100362	4
899	100362	4
900	100362	4
901	100362	4
902	100362	4
903	100362	4
904	100362	4
905	133129	4
906	133129	4
907	133129	4
908	133129	4
909	133129	4
910	133129	4
911	133129	4
912	133129	4
913	133129	4
914	133129	4
915	133129	4
916	133129	4
917	133129	4
918	133129	4
919	133129	4
920	133129	4
921	133129	4
922	133129	4
923	133129	4
924	133129	4
925	133129	4
926	133129	4
927	133129	4
928	133129	4
929	133129	4
930	133129	4
931	133129	4
932	133129	4
933	133129	4
934	133129	4
935	133129	4
936	133129	4
937	133129	4
938	133129	4
939	133129	4
940	133129	4
941	133129	4
942	133129	4
943	133129	4
944	133129	4
945	133129	4
946	133129	4
947	133129	4
948	133129	4
949	133129	4
950	133129	4
951	133129	4
952	133129	4
953	133129	4
954	133129	4
955	133129	4
956	133129	4
957	133129	4
958	133129	4
959	133129	4
960	133129	4
961	133129	4
962	133129	4
963	133129	4
964	133129	4
965	133129	4
966	133129	4
967	133129	4
968	133129	4
969	133129	4
970	133129	4
971	133129	4
972	133129	4
973	133129	4
974	133129	4
975	133129	4
976	133129	4
977	133129	4
978	133129	4
979	133129	4
980	133129	4
981	133129	4
982	133129	4
983	133129	4
984	133129	4
985	133129	4
986	133129	4
987	133129	4
988	133129	4
989	133129	4
990	133129	4
991	133129	4
992	133129	4
993	133129	4
994	133129	4
995	133129	4
996	133129	4
997	133129	4
998	133129	4
999	133129	4
1000	133129	4
1001	133129	4
1002	133129	4
1003	133129	4
1004	133129	4
1005	133129	4
1006	133129	4
1007	133129	4
1008	133129	4
1009	133129	4
1010	133129	4
1011	133129	4
1012	133129	4
1013	133129	4
1014	133129	4
1015	133129	4
1016	133129	4
1017	133129	4
1018	100373	4
1019	100373	4
1020	100373	4
1021	100373	4
1022	100373	4
1023	100373	4
1024	100373	4
1025	100373	4
1026	100373	4
1027	100373	4
1028	100373	4
1029	100373	4
1030	100373	4
1031	100373	4
1032	100373	4
1033	100373	4
1034	100373	4
1035	100373	4
1036	100373	4
1037	100373	4
1038	100373	4
1039	100373	4
1040	100373	4
1041	100373	4
1042	100373	4
1043	100373	4
1044	100373	4
1045	100373	4
1046	100373	4
1047	100373	4
1048	100373	4
1049	100373	4
1050	100373	4
1051	100373	4
1052	100373	4
1053	100373	4
1054	100373	4
1055	100373	4
1056	100373	4
1057	100373	4
1058	100373	4
1059	100373	4
1060	100373	4
1061	100373	4
1062	100373	4
1063	100373	4
1064	100373	4
1065	100373	4
1066	100373	4
1067	100373	4
1068	100373	4
1069	100373	4
1070	100373	4
1071	100373	4
1072	100373	4
1073	100373	4
1074	100373	4
1075	100373	4
1076	100373	4
1077	100373	4
1078	100373	4
1079	100373	4
1080	100373	4
1081	100373	4
1082	100373	4
1083	100373	4
1084	100373	4
1085	100373	4
1086	100373	4
1087	100373	4
1088	100373	4
1089	100373	4
1090	100373	4
1091	100373	4
1092	100373	4
1093	100373	4
1094	100373	4
1095	100373	4
1096	100373	4
1097	100373	4
1098	100373	4
1099	100373	4
1100	100373	4
1101	100373	4
1102	100373	4
1103	100373	4
1104	100373	4
1105	100373	4
1106	100373	4
1107	100373	4
1108	100373	4
1109	100373	4
1110	100373	4
1111	100373	4
1112	100373	4
1113	100373	4
1114	100373	4
1115	100373	4
1116	100373	4
1117	100373	4
1118	100373	4
1119	100373	4
1120	100373	4
1121	100373	4
1122	100373	4
1123	100373	4
1124	100373	4
1125	100373	4
1126	100373	4
1127	100373	4
1128	100373	4
1129	100373	4
1130	100373	4
1131	100372	4
1132	100372	4
1133	100372	4
1134	100372	4
1135	100372	4
1136	100372	4
1137	100372	4
1138	100372	4
1139	100372	4
1140	100372	4
1141	100372	4
1142	100372	4
1143	100372	4
1144	100372	4
1145	100372	4
1146	100372	4
1147	100372	4
1148	100372	4
1149	100372	4
1150	100372	4
1151	100372	4
1152	100372	4
1153	100372	4
1154	100372	4
1155	100372	4
1156	100372	4
1157	100372	4
1158	100372	4
1159	100372	4
1160	100372	4
1161	100372	4
1162	100372	4
1163	100372	4
1164	100372	4
1165	100372	4
1166	100372	4
1167	100372	4
1168	100372	4
1169	100372	4
1170	100372	4
1171	100372	4
1172	100372	4
1173	100372	4
1174	100372	4
1175	100372	4
1176	100372	4
1177	100372	4
1178	100372	4
1179	100372	4
1180	100372	4
1181	100372	4
1182	100372	4
1183	100372	4
1184	100372	4
1185	100372	4
1186	100372	4
1187	100372	4
1188	100372	4
1189	100372	4
1190	100372	4
1191	100372	4
1192	100372	4
1193	100372	4
1194	100372	4
1195	100372	4
1196	100372	4
1197	100372	4
1198	100372	4
1199	100372	4
1200	100372	4
1201	100372	4
1202	100372	4
1203	100372	4
1204	100372	4
1205	100372	4
1206	100372	4
1207	100372	4
1208	100372	4
1209	100372	4
1210	100372	4
1211	100372	4
1212	100372	4
1213	100372	4
1214	100372	4
1215	100372	4
1216	100372	4
1217	100372	4
1218	100372	4
1219	100372	4
1220	100372	4
1221	100372	4
1222	100372	4
1223	100372	4
1224	100372	4
1225	100372	4
1226	100372	4
1227	100372	4
1228	100372	4
1229	100372	4
1230	100372	4
1231	100372	4
1232	100372	4
1233	100372	4
1234	100372	4
1235	100372	4
1236	100372	4
1237	100372	4
1238	100372	4
1239	100372	4
1240	100372	4
1241	100372	4
1242	100372	4
1243	100372	4
1244	100375	4
1245	100375	4
1246	100375	4
1247	100375	4
1248	100375	4
1249	100375	4
1250	100375	4
1251	100375	4
1252	100375	4
1253	100375	4
1254	100375	4
1255	100375	4
1256	100375	4
1257	100375	4
1258	100375	4
1259	100375	4
1260	100375	4
1261	100375	4
1262	100375	4
1263	100375	4
1264	100375	4
1265	100375	4
1266	100375	4
1267	100375	4
1268	100375	4
1269	100375	4
1270	100375	4
1271	100375	4
1272	100375	4
1273	100375	4
1274	100375	4
1275	100375	4
1276	100375	4
1277	100375	4
1278	100375	4
1279	100375	4
1280	100375	4
1281	100375	4
1282	100375	4
1283	100375	4
1284	100375	4
1285	100375	4
1286	100375	4
1287	100375	4
1288	100375	4
1289	100375	4
1290	100375	4
1291	100375	4
1292	100375	4
1293	100375	4
1294	100375	4
1295	100375	4
1296	100375	4
1297	100375	4
1298	100375	4
1299	100375	4
1300	100375	4
1301	100375	4
1302	100375	4
1303	100375	4
1304	100375	4
1305	100375	4
1306	100375	4
1307	100375	4
1308	100375	4
1309	100375	4
1310	100375	4
1311	100375	4
1312	100375	4
1313	100375	4
1314	100375	4
1315	100375	4
1316	100375	4
1317	100375	4
1318	100375	4
1319	100375	4
1320	100375	4
1321	100375	4
1322	100375	4
1323	100375	4
1324	100375	4
1325	100375	4
1326	100375	4
1327	100375	4
1328	100375	4
1329	100375	4
1330	100375	4
1331	100375	4
1332	100375	4
1333	100375	4
1334	100375	4
1335	100375	4
1336	100375	4
1337	100375	4
1338	100375	4
1339	100375	4
1340	100375	4
1341	100375	4
1342	100375	4
1343	100375	4
1344	100375	4
1345	100375	4
1346	100375	4
1347	100375	4
1348	100375	4
1349	100375	4
1350	100375	4
1351	100375	4
1352	100375	4
1353	100375	4
1354	100375	4
1355	100375	4
1356	100375	4
1357	100374	4
1358	100374	4
1359	100374	4
1360	100374	4
1361	100374	4
1362	100374	4
1363	100374	4
1364	100374	4
1365	100374	4
1366	100374	4
1367	100374	4
1368	100374	4
1369	100374	4
1370	100374	4
1371	100374	4
1372	100374	4
1373	100374	4
1374	100374	4
1375	100374	4
1376	100374	4
1377	100374	4
1378	100374	4
1379	100374	4
1380	100374	4
1381	100374	4
1382	100374	4
1383	100374	4
1384	100374	4
1385	100374	4
1386	100374	4
1387	100374	4
1388	100374	4
1389	100374	4
1390	100374	4
1391	100374	4
1392	100374	4
1393	100374	4
1394	100374	4
1395	100374	4
1396	100374	4
1397	100374	4
1398	100374	4
1399	100374	4
1400	100374	4
1401	100374	4
1402	100374	4
1403	100374	4
1404	100374	4
1405	100374	4
1406	100374	4
1407	100374	4
1408	100374	4
1409	100374	4
1410	100374	4
1411	100374	4
1412	100374	4
1413	100374	4
1414	100374	4
1415	100374	4
1416	100374	4
1417	100374	4
1418	100374	4
1419	100374	4
1420	100374	4
1421	100374	4
1422	100374	4
1423	100374	4
1424	100374	4
1425	100374	4
1426	100374	4
1427	100374	4
1428	100374	4
1429	100374	4
1430	100374	4
1431	100374	4
1432	100374	4
1433	100374	4
1434	100374	4
1435	100374	4
1436	100374	4
1437	100374	4
1438	100374	4
1439	100374	4
1440	100374	4
1441	100374	4
1442	100374	4
1443	100374	4
1444	100374	4
1445	100374	4
1446	100374	4
1447	100374	4
1448	100374	4
1449	100374	4
1450	100374	4
1451	100374	4
1452	100374	4
1453	100374	4
1454	100374	4
1455	100374	4
1456	100374	4
1457	100374	4
1458	100374	4
1459	100374	4
1460	100374	4
1461	100374	4
1462	100374	4
1463	100374	4
1464	100374	4
1465	100374	4
1466	100374	4
1467	100374	4
1468	100374	4
1469	100374	4
1470	100377	4
1471	100377	4
1472	100377	4
1473	100377	4
1474	100377	4
1475	100377	4
1476	100377	4
1477	100377	4
1478	100377	4
1479	100377	4
1480	100377	4
1481	100377	4
1482	100377	4
1483	100377	4
1484	100377	4
1485	100377	4
1486	100377	4
1487	100377	4
1488	100377	4
1489	100377	4
1490	100377	4
1491	100377	4
1492	100377	4
1493	100377	4
1494	100377	4
1495	100377	4
1496	100377	4
1497	100377	4
1498	100377	4
1499	100377	4
1500	100377	4
1501	100377	4
1502	100377	4
1503	100377	4
1504	100377	4
1505	100377	4
1506	100377	4
1507	100377	4
1508	100377	4
1509	100377	4
1510	100377	4
1511	100377	4
1512	100377	4
1513	100377	4
1514	100377	4
1515	100377	4
1516	100377	4
1517	100377	4
1518	100377	4
1519	100377	4
1520	100377	4
1521	100377	4
1522	100377	4
1523	100377	4
1524	100377	4
1525	100377	4
1526	100377	4
1527	100377	4
1528	100377	4
1529	100377	4
1530	100377	4
1531	100377	4
1532	100377	4
1533	100377	4
1534	100377	4
1535	100377	4
1536	100377	4
1537	100377	4
1538	100377	4
1539	100377	4
1540	100377	4
1541	100377	4
1542	100377	4
1543	100377	4
1544	100377	4
1545	100377	4
1546	100377	4
1547	100377	4
1548	100377	4
1549	100377	4
1550	100377	4
1551	100377	4
1552	100377	4
1553	100377	4
1554	100377	4
1555	100377	4
1556	100377	4
1557	100377	4
1558	100377	4
1559	100377	4
1560	100377	4
1561	100377	4
1562	100377	4
1563	100377	4
1564	100377	4
1565	100377	4
1566	100377	4
1567	100377	4
1568	100377	4
1569	100377	4
1570	100377	4
1571	100377	4
1572	100377	4
1573	100377	4
1574	100377	4
1575	100377	4
1576	100377	4
1577	100377	4
1578	100377	4
1579	100377	4
1580	100377	4
1581	100377	4
1582	100377	4
1583	100376	4
1584	100376	4
1585	100376	4
1586	100376	4
1587	100376	4
1588	100376	4
1589	100376	4
1590	100376	4
1591	100376	4
1592	100376	4
1593	100376	4
1594	100376	4
1595	100376	4
1596	100376	4
1597	100376	4
1598	100376	4
1599	100376	4
1600	100376	4
1601	100376	4
1602	100376	4
1603	100376	4
1604	100376	4
1605	100376	4
1606	100376	4
1607	100376	4
1608	100376	4
1609	100376	4
1610	100376	4
1611	100376	4
1612	100376	4
1613	100376	4
1614	100376	4
1615	100376	4
1616	100376	4
1617	100376	4
1618	100376	4
1619	100376	4
1620	100376	4
1621	100376	4
1622	100376	4
1623	100376	4
1624	100376	4
1625	100376	4
1626	100376	4
1627	100376	4
1628	100376	4
1629	100376	4
1630	100376	4
1631	100376	4
1632	100376	4
1633	100376	4
1634	100376	4
1635	100376	4
1636	100376	4
1637	100376	4
1638	100376	4
1639	100376	4
1640	100376	4
1641	100376	4
1642	100376	4
1643	100376	4
1644	100376	4
1645	100376	4
1646	100376	4
1647	100376	4
1648	100376	4
1649	100376	4
1650	100376	4
1651	100376	4
1652	100376	4
1653	100376	4
1654	100376	4
1655	100376	4
1656	100376	4
1657	100376	4
1658	100376	4
1659	100376	4
1660	100376	4
1661	100376	4
1662	100376	4
1663	100376	4
1664	100376	4
1665	100376	4
1666	100376	4
1667	100376	4
1668	100376	4
1669	100376	4
1670	100376	4
1671	100376	4
1672	100376	4
1673	100376	4
1674	100376	4
1675	100376	4
1676	100376	4
1677	100376	4
1678	100376	4
1679	100376	4
1680	100376	4
1681	100376	4
1682	100376	4
1683	100376	4
1684	100376	4
1685	100376	4
1686	100376	4
1687	100376	4
1688	100376	4
1689	100376	4
1690	100376	4
1691	100376	4
1692	100376	4
1693	100376	4
1694	100376	4
1695	100376	4
1696	100379	4
1697	100379	4
1698	100379	4
1699	100379	4
1700	100379	4
1701	100379	4
1702	100379	4
1703	100379	4
1704	100379	4
1705	100379	4
1706	100379	4
1707	100379	4
1708	100379	4
1709	100379	4
1710	100379	4
1711	100379	4
1712	100379	4
1713	100379	4
1714	100379	4
1715	100379	4
1716	100379	4
1717	100379	4
1718	100379	4
1719	100379	4
1720	100379	4
1721	100379	4
1722	100379	4
1723	100379	4
1724	100379	4
1725	100379	4
1726	100379	4
1727	100379	4
1728	100379	4
1729	100379	4
1730	100379	4
1731	100379	4
1732	100379	4
1733	100379	4
1734	100379	4
1735	100379	4
1736	100379	4
1737	100379	4
1738	100379	4
1739	100379	4
1740	100379	4
1741	100379	4
1742	100379	4
1743	100379	4
1744	100379	4
1745	100379	4
1746	100379	4
1747	100379	4
1748	100379	4
1749	100379	4
1750	100379	4
1751	100379	4
1752	100379	4
1753	100379	4
1754	100379	4
1755	100379	4
1756	100379	4
1757	100379	4
1758	100379	4
1759	100379	4
1760	100379	4
1761	100379	4
1762	100379	4
1763	100379	4
1764	100379	4
1765	100379	4
1766	100379	4
1767	100379	4
1768	100379	4
1769	100379	4
1770	100379	4
1771	100379	4
1772	100379	4
1773	100379	4
1774	100379	4
1775	100379	4
1776	100379	4
1777	100379	4
1778	100379	4
1779	100379	4
1780	100379	4
1781	100379	4
1782	100379	4
1783	100379	4
1784	100379	4
1785	100379	4
1786	100379	4
1787	100379	4
1788	100379	4
1789	100379	4
1790	100379	4
1791	100379	4
1792	100379	4
1793	100379	4
1794	100379	4
1795	100379	4
1796	100379	4
1797	100379	4
1798	100379	4
1799	100379	4
1800	100379	4
1801	100379	4
1802	100379	4
1803	100379	4
1804	100379	4
1805	100379	4
1806	100379	4
1807	100379	4
1808	100379	4
1809	100378	4
1810	100378	4
1811	100378	4
1812	100378	4
1813	100378	4
1814	100378	4
1815	100378	4
1816	100378	4
1817	100378	4
1818	100378	4
1819	100378	4
1820	100378	4
1821	100378	4
1822	100378	4
1823	100378	4
1824	100378	4
1825	100378	4
1826	100378	4
1827	100378	4
1828	100378	4
1829	100378	4
1830	100378	4
1831	100378	4
1832	100378	4
1833	100378	4
1834	100378	4
1835	100378	4
1836	100378	4
1837	100378	4
1838	100378	4
1839	100378	4
1840	100378	4
1841	100378	4
1842	100378	4
1843	100378	4
1844	100378	4
1845	100378	4
1846	100378	4
1847	100378	4
1848	100378	4
1849	100378	4
1850	100378	4
1851	100378	4
1852	100378	4
1853	100378	4
1854	100378	4
1855	100378	4
1856	100378	4
1857	100378	4
1858	100378	4
1859	100378	4
1860	100378	4
1861	100378	4
1862	100378	4
1863	100378	4
1864	100378	4
1865	100378	4
1866	100378	4
1867	100378	4
1868	100378	4
1869	100378	4
1870	100378	4
1871	100378	4
1872	100378	4
