11137	111	4	15	1185	16695	16695	{15,15,240,465,1185}
13478	111	4	15	240	14478	14478	{15,15,240}
14	121	5	15	480	14443	14443	{15,15,240,480}
1106	121	5	15	480	14481	14481	{15,15,300,480}
1628	121	5	15	2580	14483	14483	{15,15,120,285,390,615,1035,2580}
3525	121	5	15	570	14485	14485	{15,15,180,465,570}
3838	121	5	15	180	14487	14487	{15,15,180}
9360	121	5	15	120	14427	14427	{15,15,120}
11701	111	5	15	705	14439	14439	{15,15,240,420,705}
11802	111	5	15	525	14490	14490	{15,15,240,525}
13012	111	5	15	180	14492	14492	{15,15,180}
13780	111	5	15	240	14494	14494	{15,15,240}
13993	111	5	15	540	14496	14496	{15,15,240,540}
14142	121	5	15	1065	16708	16708	{15,15,120,360,600,1065}
14179	111	5	15	1020	20799	20799	{15,15,120,345,645,1020}
1907	111	6	15	285	14501	14501	{15,15,120,285}
3001	111	6	15	180	14503	14503	{15,15,180}
5038	121	6	15	540	14505	14505	{15,15,360,540}
7737	111	6	15	480	14507	14507	{15,15,300,480}
2254	111	7	15	120	14455	14455	{15,15,120}
2622	111	7	15	405	14509	14509	{15,15,300,405}
2843	111	7	15	405	14511	14511	{15,15,300,405}
12302	111	7	15	2175	18825	18825	{15,15,360,585,2175}
12599	111	7	15	1215	18827	18827	{15,15,255,360,600,765,990,1215}
12796	111	7	15	525	14517	14517	{15,15,180,525}
388	111	8	15	1560	16723	16723	{15,15,360,585,825,1050,1560}
1365	111	8	15	345	14521	14521	{15,15,240,345}
1633	111	8	15	2595	14483	14483	{15,15,120,285,390,645,1050,2595}
1931	111	8	15	285	14501	14501	{15,15,120,285}
2405	111	8	15	570	14524	14524	{15,15,300,570}
3219	121	8	15	525	14526	14526	{15,15,180,525}
6350	121	8	15	360	14528	14528	{15,15,360}
10958	111	8	15	525	17957	17957	{15,15,180,525}
13711	111	8	15	510	14532	14532	{15,15,120,345,510}
57	111	9	15	1575	18840	18840	{15,15,255,480,585,1185,1410,1575}
281	111	9	15	1785	16736	16736	{15,15,255,480,585,930,1515,1680,1785}
542	121	9	15	1080	14538	14538	{15,15,240,345,630,1080}
6576	121	9	15	1740	16739	16739	{15,15,240,465,570,885,1470,1635,1740}
7342	111	9	15	1260	24573	24573	{15,15,240,540,840,1260}
9729	111	9	15	2460	20826	20826	{15,15,180,435,825,2325,2460}
11473	111	9	15	345	14546	14546	{15,15,240,345}
11715	121	9	15	435	14548	14548	{15,30,255,435}
12090	111	9	15	2070	16748	16748	{15,15,375,1815,2070}
13789	111	9	15	240	14494	14494	{15,15,240}
1069	121	10	15	2280	18855	18855	{15,15,240,465,1065,2085,2280}
1605	111	10	15	1080	14554	14554	{15,30,135,300,405,660,1080}
3421	111	10	15	1260	18859	18859	{15,15,180,525,735,1260}
6270	111	10	15	1650	16755	16755	{15,15,240,465,570,885,1485,1650}
6834	121	10	15	1875	18863	18863	{15,15,285,405,690,1440,1875}
7329	111	10	15	1125	20837	20837	{15,30,255,540,855,1020,1125}
7519	111	10	15	600	14564	14564	{15,30,255,600}
9995	111	10	15	480	16762	16762	{15,15,480}
10440	121	10	15	525	20841	20841	{15,30,135,300,525}
11824	111	10	15	525	14490	14490	{15,15,240,525}
11913	111	10	15	690	16765	16765	{15,15,240,540,690}
12641	111	10	15	630	14572	14572	{15,15,300,525,630}
214	111	11	15	2460	22327	22327	{15,15,240,465,2220,2460}
1357	121	11	15	345	14521	14521	{15,15,240,345}
4490	121	11	15	360	14413	14413	{15,15,360}
5548	111	11	15	300	14578	14578	{15,15,300}
11168	121	11	15	1110	17818	17818	{15,15,180,525,1110}
11175	121	11	15	120	14580	14580	{15,15,120}
2674	121	12	15	510	14457	14457	{15,15,180,285,510}
4242	111	12	15	300	14583	14583	{15,15,300}
9472	111	12	15	180	14585	14585	{15,15,180}
10268	121	12	15	150	14435	14435	{15,30,150}
1393	121	13	15	135	14588	14588	{15,30,135}
4999	111	13	15	645	14590	14590	{15,15,360,540,645}
7392	111	13	15	570	14592	14592	{15,45,270,570}
7394	111	13	15	570	14592	14592	{15,45,270,570}
8040	111	13	15	360	14594	14594	{15,15,360}
8601	111	13	15	180	14596	14596	{15,15,180}
9688	111	13	15	795	18889	18889	{15,15,240,585,795}
10641	121	13	15	2460	20860	20860	{15,45,150,315,540,930,2460}
1299	121	14	15	1380	16789	16789	{15,15,240,345,510,615,870,1380}
1925	111	14	15	285	14501	14501	{15,15,120,285}
2936	121	14	15	180	14503	14503	{15,15,180}
3271	111	14	15	435	14605	14605	{15,15,180,435}
6525	121	14	15	2355	16793	16793	{15,15,240,465,570,915,1560,2355}
8850	111	14	15	285	14609	14609	{15,15,180,285}
9466	111	14	15	180	14585	14585	{15,15,180}
10706	111	14	15	1245	16684	16684	{15,15,180,480,615,900,1245}
11650	111	14	15	1410	20628	20628	{15,15,240,645,990,1410}
12228	121	14	15	930	14614	14614	{15,15,180,300,585,930}
12289	121	14	15	2175	18825	18825	{15,15,360,585,2175}
13342	121	14	15	120	14617	14617	{15,15,120}
3940	111	15	15	180	14487	14487	{15,15,180}
6402	121	15	15	180	14620	14620	{15,15,180}
10434	121	15	15	345	14568	14568	{15,15,120,345}
10472	111	15	15	360	14568	14568	{15,30,135,360}
11046	121	15	15	2745	16805	16805	{15,15,240,2010,2745}
11286	111	15	15	255	14625	14625	{15,30,255}
13462	111	15	15	255	14478	14478	{15,30,255}
628	121	16	30	480	14627	14627	{30,30,255,480}
778	111	16	30	645	14629	14629	{30,30,135,435,645}
909	111	16	30	645	14631	14631	{30,30,255,480,645}
2846	111	16	30	420	14511	14511	{30,30,315,420}
4816	111	16	30	360	14633	14633	{30,30,255,360}
7855	111	16	30	1155	18488	18488	{30,30,375,540,825,930,1155}
8266	121	16	30	825	18916	18916	{30,30,375,660,825}
8896	121	16	30	315	14639	14639	{30,30,315}
9110	111	16	30	255	14641	14641	{30,30,255}
9128	111	16	30	255	14641	14641	{30,30,255}
367	121	17	30	315	14643	14643	{30,30,315}
4188	111	17	30	315	14583	14583	{30,30,315}
6367	111	17	30	375	14528	14528	{30,30,375}
10180	121	17	30	300	14646	14646	{30,30,135,300}
11331	111	17	30	390	14648	14648	{30,30,225,390}
11725	111	17	30	2715	16746	16746	{30,30,1995,2715}
12886	111	17	30	780	16826	16826	{30,30,285,390,615,780}
13938	111	17	30	780	14453	14453	{30,30,255,555,780}
260	111	18	30	3660	18927	18927	{30,30,255,480,1095,2115,2445,2805,3030,3240,3660}
900	121	18	30	645	14631	14631	{30,30,255,480,645}
1512	111	18	30	1185	14657	14657	{30,30,255,360,930,1185}
1881	121	18	30	300	14501	14501	{30,30,135,300}
3192	111	18	30	1800	17961	17961	{30,30,315,420,645,870,1800}
3314	111	18	30	1170	21897	21897	{30,30,615,1005,1170}
3606	121	18	30	480	14664	14664	{30,30,195,480}
5531	111	18	30	315	14578	14578	{30,30,315}
8327	121	18	30	705	16839	16839	{30,30,195,480,705}
8846	111	18	30	300	14609	14609	{30,30,195,300}
9957	121	18	30	495	16762	16762	{30,30,495}
11207	111	18	30	3570	16773	16773	{30,30,255,2010,2745,3090,3570}
12903	121	18	30	615	16843	16843	{30,30,285,390,615}
14334	121	18	30	375	16845	16845	{30,30,135,375}
2896	111	19	30	615	14674	14674	{30,30,615}
3619	121	19	30	480	14664	14664	{30,30,195,480}
4100	121	19	30	315	14583	14583	{30,30,315}
4777	121	19	30	360	14633	14633	{30,30,255,360}
4826	111	19	30	375	14633	14633	{30,45,270,375}
6149	111	19	30	480	14678	14678	{30,30,255,480}
6876	121	19	30	1125	18945	18945	{30,30,315,450,750,1125}
13337	121	19	30	135	14617	14617	{30,30,135}
4082	121	20	30	315	14583	14583	{30,30,315}
4371	121	20	30	1350	14682	14682	{30,30,315,660,1350}
4728	111	20	30	270	14684	14684	{30,45,270}
7877	111	20	30	1500	18350	18350	{30,30,375,540,1125,1500}
8025	111	20	30	375	14594	14594	{30,30,375}
10476	111	20	30	390	14568	14568	{30,30,150,390}
10961	111	20	30	570	17957	17957	{30,30,210,570}
13284	111	20	30	315	14688	14688	{30,30,315}
588	121	21	30	1380	14690	14690	{30,30,255,360,765,930,1380}
1793	111	21	30	585	14692	14692	{30,30,135,300,585}
4803	111	21	30	390	14633	14633	{30,60,285,390}
6331	111	21	30	2415	18763	18763	{30,30,195,525,705,1050,2070,2415}
7694	111	21	30	825	14695	14695	{30,30,315,525,825}
8495	111	21	30	300	14697	14697	{30,30,195,300}
9035	121	21	30	270	14641	14641	{30,45,270}
2090	121	22	30	1485	18959	18959	{30,30,135,330,630,1155,1485}
2927	121	22	30	195	14503	14503	{30,30,195}
3189	111	22	30	1800	17961	17961	{30,30,315,420,645,870,1800}
3313	111	22	30	660	16836	16836	{30,30,195,660}
3971	111	22	30	195	14487	14487	{30,30,195}
5762	111	22	30	255	14702	14702	{30,30,255}
5808	121	22	30	660	16648	16648	{30,30,315,660}
10987	121	22	30	840	14437	14437	{30,30,210,510,840}
13616	121	22	30	930	16869	16869	{30,30,255,465,930}
14391	111	22	30	135	14708	14708	{30,30,135}
4577	111	23	30	375	14413	14413	{30,30,375}
6111	121	23	30	1680	22818	22818	{30,30,315,660,885,1560,1680}
6826	121	23	30	2130	18863	18863	{30,30,345,480,795,1695,2130}
7124	111	23	30	2940	20931	20931	{30,30,330,750,1155,1455,2940}
10101	111	23	30	1170	16662	16662	{30,30,495,825,1170}
10157	111	23	30	1245	16875	16875	{30,45,510,960,1245}
10216	111	23	30	975	16821	16821	{30,45,510,975}
10271	121	23	30	165	14435	14435	{30,45,165}
10721	121	23	30	615	14717	14717	{30,30,195,450,615}
10904	121	23	30	2175	20937	20937	{30,45,270,495,600,2175}
447	111	24	30	2895	28321	28321	{30,30,375,600,825,2190,2430,2895}
3968	111	24	30	195	14487	14487	{30,30,195}
5257	111	24	30	825	14723	14723	{30,30,375,600,825}
8527	121	24	30	195	14596	14596	{30,30,195}
9247	121	24	30	900	14726	14726	{30,45,270,555,900}
9830	121	24	30	435	14728	14728	{30,45,165,330,435}
10552	111	24	30	1275	18981	18981	{30,45,525,990,1275}
795	111	25	30	675	14629	14629	{30,30,150,465,675}
1582	121	25	30	645	14732	14732	{30,30,150,315,420,645}
6127	111	25	30	1800	18967	18967	{30,30,375,840,1800}
6998	111	25	30	195	14735	14735	{30,30,195}
7277	111	25	30	1080	16892	16892	{30,60,285,630,855,1080}
8655	111	25	30	420	14739	14739	{30,30,195,420}
9040	121	25	30	285	14641	14641	{30,45,285}
9944	121	25	30	435	14566	14566	{30,60,180,435}
10931	121	25	30	570	17957	17957	{30,30,210,570}
11443	121	25	30	360	14546	14546	{30,30,255,360}
13460	111	25	30	300	14478	14478	{30,45,300}
13474	111	25	30	300	14478	14478	{30,45,300}
13847	121	25	30	1425	16898	16898	{30,30,270,495,1005,1425}
282	111	26	30	1785	16736	16736	{30,30,255,480,600,930,1515,1680,1785}
2554	111	26	30	315	14745	14745	{30,30,315}
5877	111	26	30	585	14747	14747	{30,30,315,585}
8167	121	26	30	315	14749	14749	{30,30,315}
12852	111	26	30	810	16903	16903	{30,30,195,480,810}
602	121	27	30	1650	14753	14753	{30,30,255,360,780,945,1410,1650}
4174	111	27	30	330	14583	14583	{30,30,330}
5009	111	27	30	645	14590	14590	{30,30,375,540,645}
5885	111	27	30	600	14747	14747	{30,30,330,600}
6708	111	27	30	645	14755	14755	{30,30,195,420,645}
9210	111	27	30	570	14757	14757	{30,60,285,570}
267	121	28	30	1860	16736	16736	{30,30,255,480,600,990,1575,1755,1860}
1915	111	28	30	300	14501	14501	{30,30,135,300}
2249	111	28	30	135	14455	14455	{30,30,135}
2799	111	28	30	870	14760	14760	{30,30,315,420,645,870}
2911	121	28	30	195	14503	14503	{30,30,195}
3860	121	28	30	195	14487	14487	{30,30,195}
9518	121	28	30	420	14429	14429	{30,30,195,420}
13633	111	28	30	870	14706	14706	{30,30,255,525,870}
9109	111	29	30	300	14641	14641	{30,60,300}
11967	111	29	30	255	14764	14764	{30,30,255}
1178	111	30	30	495	14481	14481	{30,30,330,495}
2742	111	30	30	1440	19005	19005	{30,30,315,600,1125,1440}
2747	111	30	30	1470	19005	19005	{30,45,330,615,1140,1470}
3931	111	30	30	195	14487	14487	{30,30,195}
5249	121	30	30	825	14723	14723	{30,30,375,600,825}
5352	121	30	30	885	14770	14770	{30,30,330,615,780,885}
8148	121	30	30	765	19009	19009	{30,30,210,435,540,765}
9909	121	30	30	690	16920	16920	{30,60,525,690}
3673	111	31	45	495	14664	14664	{45,45,210,495}
4175	111	31	45	330	14583	14583	{45,45,330}
5044	121	31	45	555	14505	14505	{45,45,390,555}
5458	121	31	45	330	14578	14578	{45,45,330}
9464	111	31	45	210	14585	14585	{45,45,210}
13267	121	31	45	330	14688	14688	{45,45,330}
14315	121	31	45	210	14779	14779	{45,45,210}
164	111	32	45	495	14781	14781	{45,45,270,495}
1819	111	32	45	1110	14783	14783	{45,45,150,420,735,1110}
4215	111	32	45	330	14583	14583	{45,45,330}
6924	121	32	45	210	14735	14735	{45,45,210}
7469	111	32	45	285	14786	14786	{45,60,285}
7902	121	32	45	1140	18198	18198	{45,45,390,555,1140}
8998	111	32	45	465	14790	14790	{45,75,300,465}
9868	121	32	45	465	14431	14431	{45,60,180,465}
10930	121	32	45	570	17957	17957	{45,45,210,570}
12673	111	32	45	1305	16934	16934	{45,45,210,555,720,1305}
13031	111	32	45	210	14492	14492	{45,45,210}
14354	111	32	45	390	16845	16845	{45,45,150,390}
2225	121	33	45	150	14455	14455	{45,45,150}
2404	111	33	45	615	14524	14524	{45,45,330,615}
5369	121	33	45	1080	18006	18006	{45,45,330,495,1080}
6073	121	33	45	1620	22874	22874	{45,45,345,705,945,1620}
6750	111	33	45	660	14800	14800	{45,45,210,435,660}
8457	111	33	45	435	14802	14802	{45,45,210,435}
1166	111	34	45	510	14481	14481	{45,45,330,510}
9108	111	34	45	315	14641	14641	{45,75,315}
9267	121	34	45	1875	14804	14804	{45,75,315,600,960,1875}
10403	111	34	45	150	14474	14474	{45,45,150}
11710	121	34	45	435	14548	14548	{45,45,270,435}
12378	121	34	45	615	16945	16945	{45,45,390,615}
13382	111	34	45	150	14617	14617	{45,45,150}
5276	111	35	45	1185	16948	16948	{45,45,390,615,840,1185}
5288	111	35	45	615	14812	14812	{45,45,390,615}
5765	111	35	45	270	14702	14702	{45,45,270}
6458	111	35	45	210	14620	14620	{45,45,210}
6700	111	35	45	660	14755	14755	{45,45,210,435,660}
8014	111	35	45	390	14594	14594	{45,45,390}
8287	111	35	45	1020	14637	14637	{45,45,210,1020}
9717	121	35	45	1515	18849	18849	{45,90,330,675,900,1515}
10534	121	35	45	1320	18981	18981	{45,60,540,1020,1320}
10566	111	35	45	1335	18981	18981	{45,60,540,1035,1335}
10800	111	35	45	1140	14818	14818	{45,45,210,465,795,1140}
13475	111	35	45	315	14478	14478	{45,60,315}
551	111	36	45	1155	14538	14538	{45,45,270,375,690,1155}
2873	121	36	45	795	16958	16958	{45,45,630,795}
3946	111	36	45	210	14487	14487	{45,45,210}
6896	111	36	45	2070	14680	14680	{45,45,210,2070}
9697	111	36	45	915	18889	18889	{45,90,330,690,915}
12112	111	36	45	1830	14824	14824	{45,45,390,1830}
12671	111	36	45	1305	16934	16934	{45,45,210,555,720,1305}
13467	111	36	45	315	14478	14478	{45,60,315}
358	111	37	45	390	14826	14826	{45,45,390}
691	111	37	45	765	14419	14419	{45,45,150,480,600,765}
2923	121	37	45	210	14503	14503	{45,45,210}
3493	111	37	45	1095	14828	14828	{45,60,285,600,810,1095}
4581	111	37	45	390	14413	14413	{45,45,390}
4718	111	37	45	300	14684	14684	{45,75,300}
5823	111	37	45	705	16648	16648	{45,45,345,705}
7743	111	37	45	495	14507	14507	{45,45,330,495}
9037	121	37	45	345	14641	14641	{45,105,345}
11229	111	37	45	3585	16773	16773	{45,45,270,2025,2760,3105,3585}
1818	111	38	45	1185	14783	14783	{45,45,150,465,795,1185}
2375	121	38	45	630	14524	14524	{45,60,345,630}
2790	121	38	45	885	14760	14760	{45,45,330,435,660,885}
9799	111	38	45	1245	22897	22897	{45,75,555,900,1245}
3046	111	39	45	210	14503	14503	{45,45,210}
6507	121	39	45	615	14834	14834	{45,45,390,615}
8093	121	39	45	615	14836	14836	{45,45,330,615}
10379	121	39	45	165	14474	14474	{45,45,165}
10523	121	39	45	1335	18981	18981	{45,75,555,1035,1335}
10531	121	39	45	510	14730	14730	{45,60,165,345,510}
7151	121	40	45	1170	14838	14838	{45,45,330,765,1170}
7439	121	40	45	300	14786	14786	{45,60,300}
7829	111	40	45	390	14841	14841	{45,45,285,390}
9325	111	40	45	525	14843	14843	{45,45,150,345,525}
10747	111	40	45	645	14717	14717	{45,45,210,480,645}
13896	111	40	45	1425	16978	16978	{45,45,270,495,960,1425}
458	111	41	45	1320	14848	14848	{45,45,720,885,1320}
1632	111	41	45	2625	14483	14483	{45,45,150,315,420,675,1095,2625}
1771	121	41	45	990	14850	14850	{45,45,150,480,795,990}
3670	111	41	45	495	14664	14664	{45,45,210,495}
8894	121	41	45	330	14639	14639	{45,45,330}
11528	111	41	45	975	16674	16674	{45,45,270,600,975}
13236	111	41	45	555	17859	17859	{45,45,330,555}
231	121	42	45	2025	20351	20351	{45,45,270,495,600,1230,1470,2025}
348	111	42	45	2160	14855	14855	{45,45,270,495,1125,2160}
3142	111	42	45	495	14857	14857	{45,45,210,495}
4519	121	42	45	390	14413	14413	{45,45,390}
5107	111	42	45	570	14505	14505	{45,45,390,570}
5182	111	42	45	930	14860	14860	{45,45,405,570,930}
7044	121	42	45	795	14862	14862	{45,45,360,495,795}
8298	111	42	45	855	18916	18916	{45,45,390,675,855}
8693	121	42	45	1080	14864	14864	{45,45,330,450,735,1080}
8937	111	42	45	345	14639	14639	{45,45,345}
704	111	43	45	615	14867	14867	{45,45,150,495,615}
4090	121	43	45	330	14583	14583	{45,45,330}
6229	111	43	45	600	14869	14869	{45,45,270,495,600}
6879	121	43	45	2580	16851	16851	{45,45,210,435,660,810,1260,1965,2580}
7367	121	43	45	600	14592	14592	{45,75,300,600}
7765	121	43	45	270	14461	14461	{45,45,270}
10988	121	43	45	855	14437	14437	{45,45,225,525,855}
12620	111	43	45	1725	24768	24768	{45,45,210,570,885,1305,1725}
13345	121	43	45	150	14617	14617	{45,45,150}
326	111	44	45	3210	26596	26596	{45,45,270,495,615,1395,1635,1815,1920,2370,3210}
2011	121	44	45	630	21038	21038	{45,45,150,390,630}
3523	121	44	45	600	14485	14485	{45,45,210,495,600}
6153	111	44	45	495	14678	14678	{45,45,270,495}
10255	121	44	45	195	14435	14435	{45,60,195}
11607	111	44	45	1125	14879	14879	{45,45,270,750,1125}
13670	121	44	45	540	14881	14881	{45,45,270,540}
1163	111	45	45	510	14481	14481	{45,45,330,510}
3754	111	45	45	840	14883	14883	{45,75,300,630,840}
4761	121	45	45	510	16811	16811	{45,45,510}
4933	121	45	45	705	14468	14468	{45,75,315,480,705}
6636	121	45	45	1065	17008	17008	{45,45,210,540,720,1065}
10113	121	45	45	1995	17010	17010	{45,75,570,915,1260,1995}
12619	111	45	45	2055	19078	19078	{45,60,240,600,765,1125,2055}
13265	121	45	45	345	14688	14688	{45,45,345}
968	121	46	60	1035	14889	14889	{60,60,165,510,630,1035}
3965	111	46	60	225	14487	14487	{60,60,225}
6667	111	46	60	750	14891	14891	{60,60,225,570,750}
8712	111	46	60	750	14893	14893	{60,60,345,465,750}
13180	111	46	60	2370	14895	14895	{60,60,225,405,2370}
1539	111	47	60	465	14897	14897	{60,60,165,465}
2547	111	47	60	345	14745	14745	{60,60,345}
3274	111	47	60	495	14605	14605	{60,60,225,495}
6592	111	47	60	3630	14540	14540	{60,60,2055,2640,3465,3630}
7334	121	47	60	1380	24573	24573	{60,75,315,615,945,1380}
8091	121	47	60	630	14836	14836	{60,60,345,630}
8536	121	47	60	225	14596	14596	{60,60,225}
8773	111	47	60	465	14901	14901	{60,60,360,465}
10597	121	47	60	2205	19098	19098	{60,90,570,1065,1380,2205}
52	121	48	60	1755	16734	16734	{60,60,285,510,630,990,1590,1755}
845	111	48	60	405	14906	14906	{60,60,405}
4194	111	48	60	345	14583	14583	{60,60,345}
5441	121	48	60	345	14578	14578	{60,60,345}
5558	111	48	60	345	14578	14578	{60,60,345}
6240	111	48	60	615	14869	14869	{60,60,285,510,615}
6517	111	48	60	825	14834	14834	{60,60,600,825}
6790	121	48	60	1860	14909	14909	{60,60,225,450,675,825,1590,1860}
7674	111	48	60	510	14911	14911	{60,60,345,510}
8292	111	48	60	1035	16815	16815	{60,60,405,1035}
8801	121	48	60	330	14609	14609	{60,60,225,330}
8889	121	48	60	360	14639	14639	{60,75,360}
9289	121	48	60	990	17032	17032	{60,105,345,705,990}
13784	111	48	60	285	14494	14494	{60,60,285}
2033	121	49	60	390	14916	14916	{60,60,165,390}
3339	111	49	60	765	19109	19109	{60,60,225,585,765}
5251	121	49	60	855	14723	14723	{60,60,405,630,855}
6230	111	49	60	615	14869	14869	{60,60,285,510,615}
9492	121	49	60	675	21066	21066	{60,60,225,450,675}
9739	121	49	60	1260	14922	14922	{60,75,195,480,630,915,1260}
11306	111	49	60	630	17040	17040	{60,60,285,630}
11505	121	49	60	1050	16674	16674	{60,60,285,660,1050}
11533	111	49	60	1050	16674	16674	{60,60,285,675,1050}
12464	111	49	60	165	14449	14449	{60,60,165}
12839	121	49	60	840	16903	16903	{60,60,225,510,840}
14358	111	49	60	405	16845	16845	{60,60,165,405}
6550	111	50	60	2235	21072	21072	{60,60,285,510,630,1395,1635,2235}
7548	121	50	60	345	14930	14930	{60,60,345}
11689	121	50	60	735	14439	14439	{60,60,285,450,735}
12781	111	50	60	600	14517	14517	{60,60,240,600}
199	111	51	60	765	14933	14933	{60,60,285,510,765}
7590	121	51	60	960	17050	17050	{60,75,315,630,960}
7627	121	51	60	1140	21078	21078	{60,90,330,645,975,1140}
9291	121	51	60	1020	17032	17032	{60,120,360,735,1020}
12776	111	51	60	600	14517	14517	{60,75,240,600}
153	121	52	60	510	14781	14781	{60,60,285,510}
1266	111	52	60	735	14940	14940	{60,60,165,510,735}
2767	111	52	60	2625	17057	17057	{60,60,225,330,570,975,2520,2625}
6513	111	52	60	1410	14834	14834	{60,75,1155,1410}
11766	121	52	60	675	14490	14490	{60,60,285,675}
13081	121	52	60	1035	17060	17060	{60,75,255,690,1035}
13146	121	52	60	2370	14895	14895	{60,75,255,420,2370}
1162	111	53	60	525	14481	14481	{60,60,345,525}
3569	111	53	60	615	14485	14485	{60,60,225,510,615}
5669	111	53	60	405	14949	14949	{60,60,405}
5855	121	53	60	630	14747	14747	{60,60,360,630}
8169	121	53	60	345	14749	14749	{60,60,345}
8444	121	53	60	465	14802	14802	{60,60,240,465}
12701	111	53	60	810	14451	14451	{60,75,270,645,810}
13390	111	53	60	165	14617	14617	{60,60,165}
14380	121	53	60	165	14708	14708	{60,60,165}
731	111	54	60	480	14955	14955	{60,60,165,480}
735	111	54	60	480	14955	14955	{60,60,180,480}
1731	111	54	60	225	14957	14957	{60,60,225}
3223	121	54	60	585	14526	14526	{60,60,225,585}
4605	111	54	60	405	14413	14413	{60,60,405}
11086	111	54	60	225	14623	14623	{60,60,225}
2129	111	55	60	795	14960	14960	{60,60,165,450,795}
2825	121	55	60	450	14511	14511	{60,60,345,450}
3768	121	55	60	585	14963	14963	{60,90,315,480,585}
4896	111	55	60	570	19145	19145	{60,60,405,570}
6379	111	55	60	1305	14528	14528	{60,75,1305}
7567	111	55	60	3480	17046	17046	{60,60,2595,3315,3480}
11732	111	55	60	450	14548	14548	{60,60,285,450}
13585	111	55	60	1905	17079	17079	{60,60,285,510,975,1305,1905}
14266	111	55	60	285	14970	14970	{60,60,285}
479	111	56	60	1635	14972	14972	{60,60,765,930,1395,1635}
1459	111	56	60	780	14974	14974	{60,60,165,465,780}
4576	111	56	60	405	14413	14413	{60,60,405}
5317	111	56	60	405	14976	14976	{60,60,405}
6093	111	56	60	1680	22874	22874	{60,60,360,735,960,1680}
6926	121	56	60	225	14735	14735	{60,60,225}
7351	121	56	60	810	14459	14459	{60,90,330,645,810}
9763	111	56	60	945	14979	14979	{60,75,210,495,660,945}
10754	111	56	60	660	14717	14717	{60,60,225,495,660}
12055	111	56	60	345	14981	14981	{60,60,345}
12146	121	56	60	735	14983	14983	{60,60,405,630,735}
2111	121	57	60	2430	17090	17090	{60,60,165,405,795,2295,2430}
2995	111	57	60	225	14503	14503	{60,60,225}
4092	121	57	60	345	14583	14583	{60,60,345}
4875	121	57	60	570	19145	19145	{60,60,405,570}
7848	111	57	60	1800	17093	17093	{60,60,360,660,1005,1230,1455,1800}
9593	111	57	60	450	14429	14429	{60,60,225,450}
1026	121	58	60	1785	14990	14990	{60,60,165,600,750,915,1020,1785}
1567	111	58	60	615	14992	14992	{60,75,180,480,615}
2424	121	58	60	1005	14994	14994	{60,60,360,645,1005}
6043	111	58	60	975	14996	14996	{60,60,285,735,975}
9822	111	58	60	675	14998	14998	{60,75,210,510,675}
12308	111	58	60	2205	18825	18825	{60,60,405,630,2205}
424	121	59	60	855	15000	15000	{60,60,405,630,855}
1535	111	59	60	495	14897	14897	{60,75,180,495}
5211	121	59	60	1065	18798	18798	{60,60,405,570,945,1065}
9097	111	59	60	375	14641	14641	{60,120,375}
9326	111	59	60	750	16975	16975	{60,135,375,750}
9382	111	59	60	165	14427	14427	{60,60,165}
12126	111	59	60	1065	15002	15002	{60,60,225,450,615,840,1065}
12533	111	59	60	495	15004	15004	{60,60,360,495}
1015	121	60	60	2295	21121	21121	{60,60,180,630,780,945,1050,1875,2295}
1247	121	60	60	750	14940	14940	{60,60,165,510,750}
1417	111	60	60	195	14588	14588	{60,90,195}
