900
,,2314,12,13,2322,901919,1419014,2324,21,902424,1816,26,1820,31,319003,1312,34,43,901414,1324,45,2219022,816,1119011,54,1919019,312,56,59,62,65,902222,68,2120,1610,2122,2124,819008,2119021,78,1619016,1617,901212,1618,86,1110,87,1112,901717,89,1114,519005,95,98,109,2413,1319013,114,2419024,2421,2423,219002,123,1915,1917,1920,1411,901515,1415,902020,2319023,1019010,910,1423,1819018,719007,90011,411,901010,2215,90022,168,2220,2221,1710,2223,90033,1519015,1716,1719,901818,419004,1211,187,1213,90044,902323,90055,901313,718,2019020,90066,1219012,119001,90077,2018,2019,902121,2021,1510,2022,90088,1514,1519,919009,1522,90099,1011,1719017,1015,619006,1016,1017,901111,901616
9000,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
9900,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
10800,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
11700,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
12600,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
13500,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
14400,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
15300,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
16200,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
17100,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
18000,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
18900,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
19800,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
20700,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
21600,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
22500,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
23400,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
24300,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
25200,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
26100,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
27000,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
27900,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
28800,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
29700,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
30600,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
31500,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
32400,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
33300,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
34200,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
35100,296,112,405,453,515,566,407,183,308,849,115,772,330,114,567,715,476,563,391,767,969,466,895,523,515,362,276,693,191,245,974,468,378,837,216,317,668,445,267,1039,590,553,547,515,952,510,401,938,74,426,240,478,343,989,373,582,238,309,273,468,163,529,526,186,369,572,856,262,741,575,1800,938,212,190,477,354,234,1806,831,158,487,267,261,366,478,111,851,471,331,191,470,211,509,584,471,573,242,583,760,738,300,559,350,485,822,373,432,390,1042,204,668,327,377,649,959,652,1007,943,1081,302,667,397,888,1047
