id	type	source	dest	length (ft)	ffspd (mph)	w (mph)	capacity	num_lanes
90055	1000	9005	5	1.0	60.0	30.0	1.0	1
519005	1000	5	9005	1.0	60.0	30.0	1.0	1
90066	1000	9006	6	1.0	60.0	30.0	1.0	1
619006	1000	6	9006	1.0	60.0	30.0	1.0	1
90077	1000	9007	7	1.0	60.0	30.0	1.0	1
719007	1000	7	9007	1.0	60.0	30.0	1.0	1
90088	1000	9008	8	1.0	60.0	30.0	1.0	1
819008	1000	8	9008	1.0	60.0	30.0	1.0	1
90099	1000	9009	9	1.0	60.0	30.0	1.0	1
919009	1000	9	9009	1.0	60.0	30.0	1.0	1
901010	1000	9010	10	1.0	60.0	30.0	1.0	1
1019010	1000	10	9010	1.0	60.0	30.0	1.0	1
901111	1000	9011	11	1.0	60.0	30.0	1.0	1
1119011	1000	11	9011	1.0	60.0	30.0	1.0	1
901212	1000	9012	12	1.0	60.0	30.0	1.0	1
1219012	1000	12	9012	1.0	60.0	30.0	1.0	1
901313	1000	9013	13	1.0	60.0	30.0	1.0	1
1319013	1000	13	9013	1.0	60.0	30.0	1.0	1
901414	1000	9014	14	1.0	60.0	30.0	1.0	1
1419014	1000	14	9014	1.0	60.0	30.0	1.0	1
901515	1000	9015	15	1.0	60.0	30.0	1.0	1
1519015	1000	15	9015	1.0	60.0	30.0	1.0	1
901616	1000	9016	16	1.0	60.0	30.0	1.0	1
1619016	1000	16	9016	1.0	60.0	30.0	1.0	1
901717	1000	9017	17	1.0	60.0	30.0	1.0	1
1719017	1000	17	9017	1.0	60.0	30.0	1.0	1
901818	1000	9018	18	1.0	60.0	30.0	1.0	1
1819018	1000	18	9018	1.0	60.0	30.0	1.0	1
901919	1000	9019	19	1.0	60.0	30.0	1.0	1
1919019	1000	19	9019	1.0	60.0	30.0	1.0	1
902020	1000	9020	20	1.0	60.0	30.0	1.0	1
2019020	1000	20	9020	1.0	60.0	30.0	1.0	1
902121	1000	9021	21	1.0	60.0	30.0	1.0	1
2119021	1000	21	9021	1.0	60.0	30.0	1.0	1
902222	1000	9022	22	1.0	60.0	30.0	1.0	1
2219022	1000	22	9022	1.0	60.0	30.0	1.0	1
902323	1000	9023	23	1.0	60.0	30.0	1.0	1
2319023	1000	23	9023	1.0	60.0	30.0	1.0	1
902424	1000	9024	24	1.0	60.0	30.0	1.0	1
2419024	1000	24	9024	1.0	60.0	30.0	1.0	1
12	100	1	2	31680.0	60.0	30.0	2590.0	1
13	100	1	3	21120.0	60.0	30.0	2340.0	1
21	100	2	1	31680.0	60.0	30.0	2590.0	1
26	100	2	6	26400.0	60.0	30.0	496.0	1
31	100	3	1	21120.0	60.0	30.0	2340.0	1
34	100	3	4	21120.0	60.0	30.0	1711.0	1
